,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
1949,52/C," The first line contains integer n (1_____200000). The next line contains initial state of the array: a0,_1,...,_n-1 (-106___i__106), ai are integer. The third line contains integer m (0_____200000), m   the number of operartons. Next m lines contain one operation each. If line contains two integer lf,_g (0___f,_g___-1) it means rmq operation, it contains three integers lf,_g,_ (0___f,_g___-1;-106_____106)   inc operation.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1950,520/A, The first line contains a single integer n (1_____100)   the number of characters in the string. The second line contains the string. The string consists only of uppercase and lowercase Latin letters.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1951,520/B," The first and the only line of the input contains two distinct integers n and m (1___,___104), separated by a space .",1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1952,520/C," The first line of the input contains a single integer n (1_____105). The second line of the input contains a single string of length n, consisting of characters ""ACGT"".",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1953,520/D," The first line contains number m (2_____105). The following m lines contain the coordinates of the cubes xi,_i (-109___i__109, 0___i__109) in ascending order of numbers written on them. It is guaranteed that the original figure is stable. No two cubes occupy the same place.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1954,520/E," The first line contains two integers, n and k (0___<___105). The second line contains a string consisting of n digits.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1955,521/D," The first line contains three numbers   k,_,_ (1_____105, 0________105)   the number of skills, the number of improvements on sale and the number of them Vasya can afford. The second line contains k space-separated numbers ai (1___i__106), the initial values of skills. Next n lines contain 3 space-separated numbers tj,_j,_j (1___j__3,1___j___,1___j__106)   the type of the j-th improvement (1 for assigning, 2 for adding, 3 for multiplying), the skill to which it can be applied and the value of b for this improvement.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1956,521/E," The first line contains two integers n and m (1___,___2Â·105)   the number of intersections and roads, respectively. The following m lines contain two integers   the numbers of the intersections connected by a road (the intersections are numbered starting with 1). It is guaranteed that each pair of intersections is connected by no more than one road, and no road connects the intersection to itself. Please note that it is not guaranteed that you can get from any junction to any other one by using the roads.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1957,522/A," The first line of the input contains integer n (1_____200)   the number of reposts. Next follow the reposts in the order they were made. Each of them is written on a single line and looks as ""name1 reposted name2"". All the names in the input consist of lowercase or uppercase English letters and/or digits and have lengths from 2 to 24 characters, inclusive. We know that the user names are case-insensitive, that is, two names that only differ in the letter case correspond to the same social network user.",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
1958,522/B," The first line contains integer n (2_____200000)   the number of friends. Then n lines follow: the i-th line contains information about the i-th friend. The line contains a pair of integers wi,_i (1___i__10,1___i__1000)   the width and height in pixels of the corresponding rectangle.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1959,522/C," Each test in this problem consists of one or more input sets. First goes a string that contains a single integer t (1_____100000)   the number of input data sets in the test. Then the sets follow, each set is preceded by an empty line. The first line of each set of the input contains integers m, k (2_____100000, 1_____100000)   the number of Polycarp's seat and the number of dishes, respectively. The second line contains a sequence of k integers a1,_2,...,_k (1___i__100000), where ai is the initial number of portions of the i-th dish. Then m-1 lines follow, each line contains the description of Polycarp's observations about giving food to a passenger sitting in front of him: the j-th line contains a pair of integers tj,_j (0___j___,0___j__1), where tj is the number of the dish that was given to the j-th passenger (or 0, if Polycarp didn't notice what dish was given to the passenger), and rj   a 1 or a 0, depending on whether the j-th passenger was or wasn't disappointed, respectively. We know that sum ai equals at least m, that is,Polycarp will definitely get some dish, even if it is the last thing he wanted. It is guaranteed that the data is consistent. Sum m for all input sets doesn't exceed 100000. Sum k for all input sets doesn't exceed 100000.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1960,522/D," The first line of the input contains a pair of integers n, m (1___,___5Â·105)   the length of the sequence and the number of queries, correspondingly. The second line contains the sequence of integers a1,_2,...,_n (-109___i__109). Next m lines contain the queries, one per line. Each query is given by a pair of numbers lj,_j (1___j___j___)   the indexes of the query range limits.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1961,523/A," The first line contains two integers, w and h (1___,___100)   the width and height of an image in pixels. The picture is given in h lines, each line contains w characters   each character encodes the color of the corresponding pixel of the image. The line consists only of characters ""."" and ""*"", as the image is monochrome.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,523/B," The first line contains integer n (1_____2Â·105), integer T (1______) and real number c (1<___100)   the time range when the resource should work, the length of the time range during which we need the mean number of requests and the coefficient c of the work of approximate algorithm. Number c is given with exactly six digits after the decimal point. The next line contains n integers at (1___t__106)   the number of queries to the service at each moment of time. The next line contains integer m (1______)   the number of moments of time when we are interested in the mean number of queries for the last T seconds. The next line contains m integers pj (T___j___), representing another moment of time for which we need statistics. Moments pj are strictly increasing.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1963,523/C," The first line contains string s, consisting of lowercase English letters. The length of string s is from 1 to 1000 letters. The second line contains string t, that also consists of lowercase English letters. The length of string t is from 1 to 106 letters.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1964,523/D," The first line of the input contains integers n and k (1___,___5Â·105)   the number of videos and servers, respectively. Next n lines contain the descriptions of the videos as pairs of integers si,_i (1___i,_i__109), where si is the time in seconds when the i-th video appeared and mi is its duration in minutes. It is guaranteed that all the si's are distinct and the videos are given in the chronological order of upload, that is in the order of increasing si.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1965,524/C," The first line contains two integers n, k (1_____5000, 1_____20). The next line contains n space-separated integers ai (1___i__107)   the denominations of the bills that are used in the country. Numbers ai follow in the strictly increasing order. The next line contains integer q (1_____20)   the number of requests for cash withdrawal that you will make. The next q lines contain numbers xi (1___i__2Â·108)   the sums of money in burles that you are going to withdraw from the ATM.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1966,524/D," The first line contains three integers n, M and T (1___,___20000, 1_____86400)   the number of queries, the record number of online users and the time when the user was online after a query was sent. Next n lines contain the times of the queries in the format ""hh:mm:ss"", where hh are hours, mm are minutes, ss are seconds. The times of the queries follow in the non-decreasing order, some of them can coincide. It is guaranteed that all the times and even all the segments of type [s,_+_-1] are within one 24-hour range (from 00:00:00 to 23:59:59).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,524/E," The first line contains four integers n, m, k and q (1___,___100000, 1___,___200000)   the sizes of the board, the number of rooks and the number of strategically important sites. We will consider that the cells of the board are numbered by integers from 1 to n horizontally and from 1 to m vertically. Next k lines contain pairs of integers ""x y"", describing the positions of the rooks (1______, 1______). It is guaranteed that all the rooks are in distinct squares. Next q lines describe the strategically important areas as groups of four integers ""x1 y1 x2 y2"" (1___1___2___, 1___1___2___). The corresponding rectangle area consists of cells (x,_), for which x1______2, y1______2. Strategically important areas can intersect of coincide.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1968,524/F," The first line contains Polycarpus's sequence consisting of characters ""("" and "")"". The length of a line is from 1 to 1000000.",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1969,525/A," The first line of the input contains a positive integer n (2_____105)   the number of rooms in the house. The second line of the input contains string s of length 2Â·n-2. Let's number the elements of the string from left to right, starting from one. The odd positions in the given string s contain lowercase Latin letters   the types of the keys that lie in the corresponding rooms. Thus, each odd position i of the given string s contains a lowercase Latin letter   the type of the key that lies in room number (i+1)/2. The even positions in the given string contain uppercase Latin letters   the types of doors between the rooms. Thus, each even position i of the given string s contains an uppercase letter   the type of the door that leads from room i/2 to room i/2+1.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1970,525/B," The first line of the input contains Pasha's string s of length from 2 to 2Â·105 characters, consisting of lowercase Latin letters. The second line contains a single integer m (1_____105)    the number of days when Pasha changed his string. The third line contains m space-separated elements ai (1___i; 2Â·ai__|s|)   the position from which Pasha started transforming the string on the i-th day.",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1971,525/C, The first line of the input contains a positive integer n (1_____105)   the number of the available sticks. The second line of the input contains n positive integers li (2___i__106)   the lengths of the sticks.,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1972,525/D," The first line of the input contains two integers n,_ (1___,___2000) denoting the size of the Arthur apartments. Following n lines each contain m symbols   the plan of the apartment. If the cell is denoted by a symbol ""*"" then it contains a wall. If the cell is denoted by a symbol ""."" then it this cell is free from walls and also this cell is contained in some of the rooms.",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1973,525/E," The first line of the input contains three space-separated integers n, k and S (1_____25, 0______, 1_____1016)   the number of cubes and the number of stickers that Anya has, and the sum that she needs to get. The second line contains n positive integers ai (1___i__109)   the numbers, written on the cubes. The cubes in the input are described in the order from left to right, starting from the first one. Multiple cubes can contain the same numbers.",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1974,526/A, The first line contains integer n (1_____100)   the number of segments on the level. Next line contains the scheme of the level represented as a string of n characters '*' and '.'.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1975,526/B," The first line contains integer n (1_____10)   the number of roads on the path from the entrance to any exit. The next line contains 2n+1-2 numbers a2,_3,... a2n+1-1   the initial numbers of street lights on each road of the park. Here ai is the number of street lights on the road between squares i and . All numbers ai are positive integers, not exceeding 100.",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1976,526/C," The single line contains five integers C,_r,_b,_r,_b (1___,_r,_b,_r,_b__109).",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1977,526/D," The first line contains two integers n, k (1___,___1000000)   the number of beads on the thread that Om Nom found and number k from the definition of the regular sequence above. The second line contains the sequence of n lowercase Latin letters that represent the colors of the beads. Each color corresponds to a single letter.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1978,526/E," The first line contains two integers n, q (2_____106, 1_____50)   the number of levels in the game universe and the number of distinct values of b that you need to process. The second line contains n integers ai (1___i__109)   the sizes of the levels in bytes. The next q lines contain integers bj (), determining the values of constant b, for which you need to determine the answer.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,526/F," The first line contains a single integer n (1_____3__105)   the size of the initial field. Next n lines contain the coordinates of the cells initially containing monsters. The i-th of the next lines contains two numbers ri,_i (1___i,_i___)   the row number and the column number of the cell that initially contains the i-th monster. It is guaranteed that all ri are distinct numbers and all ci are distinct numbers.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1980,526/G," The first line contains numbers n and q (1___,___105)   the number of nodes in the structure and the number of questions that the spiders want to ask you. The next n-1 lines determine the rope structure. The i-th line contains three integers ui,_i,_i (1___i,_i___, ui___i, 1___i__1000), showing that there is a rope of length li between nodes ui and vi. Next q lines describe the spiders' questions. As they want you to answer their question online, they encoded their messages in a special manner. Each of the next q lines contains two numbers xi,_i. In the first question of the spiders x=_1,_=_1. To calculate values x and y in the spiders' i-th (2______) question, you need to use the following formulas: where Ansi-1 is the total length of the ropes covered by a web in the answer for the (i-1)-th question. The following inequality holds: 1___i,_i___.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1981,527/A," The first line of the input contains two integers a, b (1___<___1012)   the sizes of the original sheet of paper.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,527/B, The first line contains integer n (1_____200000)   the length of strings S and T. The second line contains string S. The third line contains string T. Each of the lines only contains lowercase Latin letters.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1983,527/C," The first line contains three integers w,_,_ (2___,___200000, 1_____200000). Next n lines contain the descriptions of the cuts. Each description has the form H y or V x. In the first case Leonid makes the horizontal cut at the distance y millimeters (1______-1) from the lower edge of the original sheet of glass. In the second case Leonid makes a vertical cut at distance x (1______-1) millimeters from the left edge of the original sheet of glass. It is guaranteed that Leonid won't make two identical cuts.",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1984,527/D," The first line contains the integer n (1_____200000)   the number of points. Each of the next n lines contains two numbers xi, wi (0___i__109,1___i__109)   the coordinate and the weight of a point. All xi are different.",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1985,527/E," The first line contains two numbers, n and m (1_____100000, 1_____200000)   the number of computers and the number of the already present cables, respectively. Each of the next lines contains two numbers ai,_i (1___i,_i___)   the indices of the computers connected by the i-th cable. The data centers often have a very complex structure, so a pair of computers may have more than one pair of cables between them and some cables may connect a computer with itself.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1986,528/D," The first line contains three integers |S|,|T|,_ (1__|T|__|S|__200000, 0_____200000)   the lengths of strings S and T and the error threshold. The second line contains string S. The third line contains string T. Both strings consist only of uppercase letters 'A', 'T', 'G' and 'C'.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1987,529/B," The first line contains integer n (1_____1000)   the number of friends. The next n lines have two integers wi,_i (1___i,_i__1000) each, representing the size of the rectangle, corresponding to the i-th friend.",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1988,533/A," The first line contains integer n (1_____5Â·105)   the number of caves in the mine. Then follows a line consisting of n positive integers h1,_2,...,_n (1___i__109), where hi is the height of the ceiling in the i-th cave. Next n-1 lines contain the descriptions of transitions between the caves. Each line has the form ai,_i (1___i,_i___, ai___i), where ai and bi are the numbers of the caves connected by a path. The next line contains integer k (1______). The last line contains k integers s1,_2,...,_k (1___j__109), where sj is the j-th miner's height.",0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1989,533/B," The first line contains integer n (1_____2Â·105)   the number of workers of the Big Software Company. Then n lines follow, describing the company employees. The i-th line contains two integers pi,_i (1___i__105)   the number of the person who is the i-th employee's immediate superior and i-th employee's efficiency. For the director p1=_-1, for all other people the condition 1___i<_ is fulfilled.",0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
1990,533/C," The first line contains four integers: xp,_p,_v,_v (0___p,_p,_v,_v__105)   Polycarp's and Vasiliy's starting coordinates. It is guaranteed that in the beginning the pawns are in different cells and none of them is in the cell (0,0).",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1991,533/D," The first line contains integer n (1_____105)   the number of ordinary columns. The second line contains n+2 integers x0,_1,...,_n,_n+1 (x0=0, xi<_i+1 for 0______, xn+1__109)   the coordinates of the columns. The third line contains n integers d1,_2,...,_n (1___i__109).",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,533/E, The first line contains integer n (1_____100000)   the length of words S and T. The second line contains word S. The third line contains word T. Words S and T consist of lowercase English letters. It is guaranteed that S and T are distinct words.,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1993,533/F," The first line of the input contains two integers, |S| and |T| (1__|T|__|S|__2Â·105)   the lengths of string S and string T, respectively. The second and third line of the input contain strings S and T, respectively. Both strings consist only of lowercase English letters.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,534/A, A single line contains integer n (1_____5000)   the number of students at an exam.,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1995,534/B," The first line contains two integers v1 and v2 (1___1,_2__100)   the speeds in meters per second at the beginning of the segment and at the end of the segment, respectively. The second line contains two integers t (2_____100)   the time when the car moves along the segment in seconds, d (0_____10)   the maximum value of the speed change between adjacent seconds. It is guaranteed that there is a way to complete the segment so that: the speed in the first second equals v1, the speed in the last second equals v2, the absolute value of difference of speeds between any two adjacent seconds doesn't exceed d.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,534/C," The first line contains two integers n,_ (1_____2Â·105,_______)   the number of dice and the sum of shown values where s=_1+_2+...+_n. The second line contains n integers d1,_2,...,_n (1___i__106), where di is the maximum value that the i-th dice can show.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,534/D," The first line contains integer n (1_____2Â·105)   the number of students who came to CTOP. The next line contains n integers a1,_2,...,_n (0___i<_), where ai is the number of students with who the i-th student shook hands.",0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1998,534/E, The first line contains integer n (2_____2Â·105)   the number of stops. The second line contains n integers (1___i__109)   the distance from the i-th stop to the central square. The numbers in the second line go in the increasing order. The third line contains integer m (1_____4Â·105)   the number of stops the bus visited on some segment of the path. The fourth line contains m integers (1___i___)   the sorted list of numbers of the stops visited by the bus on the segment of the path. The number of a stop occurs as many times as it was visited by a bus. It is guaranteed that the query corresponds to some segment of the path.,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1999,534/F," In the first line there follow two integers n, m (1_____5,1_____20)   number of rows and number of columns respectively. Second line contains n integers a1,_2,...,_n where ai is the number of contiguous black segments in i-th row of the field. Similarly, third line contains m integers b1,_2,...,_m where bi is the number of contiguous black segments in the i-th column of the field. It is guaranteed that there exists at least one solution.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,535/A," The first and only line of input contains an integer s (0_____99), Tavas's score.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2001,535/B, The first and only line of input contains a lucky number n (1_____109).,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2002,535/C," The first line of input contains three integers A, B and n (1___,___106, 1_____105). Next n lines contain information about queries. i-th line contains integers l,_,_ (1___,_,___106) for i-th query.",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2003,535/D," The first line contains two integers n and m, the length of s and the length of the subsequence Malekas wrote down (1_____106 and 0______-|p|+1). The second line contains string p (1__|p|___). The next line contains m space separated integers y1,_2,...,_m, Malekas' subsequence (1___1<_2<...<_m___-|p|+1).",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2004,535/E," The first line of input contains a single integer n (1_____2__105). The next n lines contain the details of competitors. i-th line contains two integers si and ri (1___i,_i__104).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,536/D," The first line of input contains two integers n and m (2_____2000, n-1_____105). The second line of input contains two integers s and t (1___,____, s___). The next line contains n integers p1,_2,...,_n separated by spaces (|pi|__109). The next m lines contain the roads. Each line contains three integers v,_,_ and it means that there's an road with length w between cities v and u (1___,____ and 0_____109). The road may lead from the city to itself, there may be several roads between each pair of cities.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,536/E," The first line of input contains integers n and q (2_____105 and 1_____105). The next line contains n-1 space separated integers f1,_2,...,_n-1 (|fi|__1000). The next n-1 lines contain the details of the roads. Each line contains integers v,_ and w and it means that there's a road between cities v and u of length w (1___,____ and 1_____109). The next q lines contain the details of the queries. Each line contains integers v,_,_ (1___,____, v___ and 1_____109).",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2007,538/A, The single line of the input contains the word written on the banner. The word only consists of upper-case English letters. The word is non-empty and its length doesn't exceed 100 characters. It is guaranteed that the word isn't word CODEFORCES.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2008,538/B, The first line contains a single integer n (1_____106).,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2009,538/C," The first line contains two space-separated numbers, n and m (1_____108, 1_____105)   the number of days of the hike and the number of notes left in the journal. Next m lines contain two space-separated integers di and hdi (1___i___, 0___di__108)   the number of the day when the i-th note was made and height on the di-th day. It is guaranteed that the notes are given in the chronological order, i.e. for all i from 1 to m-1 the following condition holds: di<_i+1.",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2010,538/D," The first line contains a single integer n (1_____50). The next n lines contain n characters each describing the position offered by Igor. The j-th character of the i-th string can have the following values: o   in this case the field (i,_) is occupied by a piece and the field may or may not be attacked by some other piece; x   in this case field (i,_) is attacked by some piece; .   in this case field (i,_) isn't attacked by any piece. It is guaranteed that there is at least one piece on the board.",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2011,538/E," The first line contains a single integer n   the number of nodes in the tree (1_____2Â·105). Each of the next n-1 lines contains two integers ui and vi (1___i,_i___)   the ends of the edge of the tree; the edge leads from node ui to node vi. It is guaranteed that the described graph is a rooted tree, and the root is the node 1.",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2012,538/F," The first line contains a single integer n (2_____2Â·105). The second line contains n space-separated integers a1, ..., an (-109___i__109).",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2013,538/G," The first line of the input contains two space-separated integers n and l (1_____2Â·105, 1_____2Â·106). Next n lines contain three space-separated integers   ti, xi, yi (1___i__1018, -1018___i,_i__1018). The radar data is given chronologically, i.e. ti<_i+1 for all i from 1 to n-1.",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2014,538/H," The first line contains two space-separated integers, t and T (1________109). The second line contains two space-separated integers n and m (1_____105, 0_____105). The i-th of the next n lines contain integers li and ri (0___i___i__109). The next m lines describe the pairs of conflicting teachers. Each of these lines contain two space-separated integers   the indices of teachers in the pair. The teachers are indexed starting from one. It is guaranteed that no teacher has a conflict with himself and no pair of conflicting teachers occurs in the list more than once.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2015,54/E, The first line contains an integer N which represents the number of vertices of the vacuum cleaner's polygon (3_____4Â·104). Then follow N lines each containing two numbers   the coordinates of a vertex of the polygon. All the coordinates are integer and their absolute values do not exceed 106. It is guaranteed that the given polygon is nondegenerate and convex (no three points lie on the same line). The polygon vertices are given in a clockwise or counter-clockwise direction.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,540/A, The first line contains a single integer n (1_____1000)   the number of disks on the combination lock. The second line contains a string of n digits   the original state of the disks. The third line contains a string of n digits   Scrooge McDuck's combination that opens the lock.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,540/B," The first line contains 5 space-separated integers: n, k, p, x and y (1_____999, n is odd, 0___<_, 1_____1000, n______Â·p, 1______). Here n is the number of tests that Vova is planned to write, k is the number of tests he has already written, p is the maximum possible mark for a test, x is the maximum total number of points so that the classmates don't yet disturb Vova, y is the minimum median point so that mom still lets him play computer games. The second line contains k space-separated integers: a1,...,_k (1___i___)   the marks that Vova got for the tests he has already written.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,540/C," The first line contains two integers, n and m (1___,___500)   the number of rows and columns in the cave description. Each of the next n lines describes the initial state of the level of the cave, each line consists of m characters ""."" (that is, intact ice) and ""X"" (cracked ice). The next line contains two integers, r1 and c1 (1___1___,1___1___)   your initial coordinates. It is guaranteed that the description of the cave contains character 'X' in cell (r1,_1), that is, the ice on the starting cell is initially cracked. The next line contains two integers r2 and c2 (1___2___,1___2___)   the coordinates of the cell through which you need to fall. The final cell may coincide with the starting one.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,540/D," The single line contains three integers r, s and p (1___,_,___100)   the original number of individuals in the species of rock, scissors and paper, respectively.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,540/E," The first line contains a single integer n (1_____105)   the number of swap operations applied to the sequence. Each of the next n lines contains two integers ai and bi (1___i,_i__109, ai___i)   the arguments of the swap operation.",0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
2021,542/A," The first line contains two integers n and m (1___,___2Â·105)   the number of commercial videos and channels, respectively. Each of the following n lines contains two integers li, ri (0___i___i__109)   the segment of time when it is possible to show the corresponding video. Each of the following m lines contains three integers aj, bj, cj (0___j___j__109, 1___j__109), characterizing the TV channel.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2022,542/B," The first line of the input contains integers n, r (1_____200000, 1_____109)   the number of ducks and the minimum time in seconds between the shots. Then n lines follow, each of them contains two integers hi,_i (-109___i<_i__109)   the x-coordinate of the head and tail of the i-th duck at the moment 0.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,542/C," In the first line of the input there is a single integer n (1_____200)   the size of function f domain. In the second line follow f(1),_(2),...,_(n) (1___(i)___ for each 1______), the values of a function.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2024,542/D, The single line of the input contains a single integer A (1_____1012).,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2025,542/E," The first line contains two integers n,_ (1_____1000, 0_____100000)   the number of vertices and the number of edges in the original graph. Next m lines contain the descriptions of edges in the format ai,_i (1___i,_i___, ai___i), which means that there is an edge between vertices ai and bi. It is guaranteed that there is at most one edge between each pair of vertexes.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026,542/F," The first line contains two integers n and T (1_____1000, 1_____100)   the number of tasks made by Polycarp and the maximum time a quest player should fit into. Next n lines contain two integers ti,_i (1___i___, 1___i__1000) each   the time in minutes needed to complete the i-th task and its interest value.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2027,543/A," The first line contains four integers n, m, b, mod (1___,___500, 0_____500; 1___od__109+7)   the number of programmers, the number of lines of code in the task, the maximum total number of bugs respectively and the modulo you should use when printing the answer. The next line contains n space-separated integers a1,_2,...,_n (0___i__500)   the number of bugs per line for each programmer.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,543/B," The first line contains two integers n, m (1_____3000, )   the number of cities and roads in the country, respectively. Next m lines contain the descriptions of the roads as pairs of integers ai, bi (1___i,_i___, ai___i). It is guaranteed that the roads that are given in the description can transport you from any city to any other one. It is guaranteed that each pair of cities has at most one road between them. The last two lines contains three integers each, s1, t1, l1 and s2, t2, l2, respectively (1___i,_i___, 0___i___).",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2029,543/C," The first line contains two integers n, m (1___,___20)   the number of strings in the multiset and the length of the strings respectively. Next n lines contain the strings of the multiset, consisting only of lowercase English letters, each string's length is m. Next n lines contain m integers each, the i-th of them contains integers ai1,_i2,...,_im (0___ij__106).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,543/D," The first line of the input contains a single integer n (2_____2Â·105)   the number of cities in the country. Next line contains n-1 positive integers p2,_3,_4,...,_n (1___i___-1)   the description of the roads in the country. Number pi means that the country has a road connecting city pi and city i.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2031,543/E," The first line contains two positive integers n, m (1________2Â·105). The second line contains n positive integers a1,_2,...,_n (0___i<230)   the description of songs from the playlist. The next line contains a single number s (1_____2Â·105)   the number of days that you consider. The next s lines contain three integers each li,_i,_i (1___i___i___-_+1; 0___i<230)   the description of the parameters for the i-th day. In order to calculate value qi, you need to use formula: , where ansi is the answer to the problem for day i. Assume that ans0=0.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2032,544/A," The first line contains a positive integer k (1_____26)   the number of strings that should be in a beautiful sequence. The second line contains string q, consisting of lowercase Latin letters. The length of the string is within range from 1 to 100, inclusive.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2033,544/B," The single line contains two positive integers n, k (1_____100, 0______2)   the size of the map and the number of islands you should form.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2034,545/A," The first line contains integer n (1_____100)   the number of cars. Each of the next n lines contains n space-separated integers that determine matrix A. It is guaranteed that on the main diagonal there are -1, and -1 doesn't appear anywhere else in the matrix. It is guaranteed that the input is correct, that is, if Aij=1, then Aji=2, if Aij=3, then Aji=3, and if Aij=0, then Aji=0.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,545/B, The first line contains string s of length n. The second line contains string t of length n. The length of string n is within range from 1 to 105. It is guaranteed that both strings contain only digits zero and one.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2036,545/C," The first line contains integer n (1_____105)   the number of trees. Next n lines contain pairs of integers xi,_i (1___i,_i__109)   the coordinate and the height of the -th tree. The pairs are given in the order of ascending xi. No two trees are located at the point with the same coordinate.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2037,545/D," The first line contains integer n (1_____105). The next line contains n integers ti (1___i__109), separated by spaces.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
