,background,input,output,math,dp,implementation,greedy,data structures,sortings,combinatorics,dfs,graphs,trees,divide and conquer,constructive algorithms,brute force,strings,binary search,bitmasks,number theory,two pointers,dsu,geometry
3757,"Ivar the Boneless is a great leader. He is trying to capture Kattegat from Lagertha. The war has begun and wave after wave Ivar's warriors are falling in battle. Ivar has n n warriors, he places them on a straight line in front of the main gate, in a way that the i i -th warrior stands right after (i1) ( -th warrior. The first warrior leads the attack. Each attacker can take up to a i a arrows before he falls to the ground, where a i a is the i i -th warrior's strength. Lagertha orders her warriors to shoot k i k arrows during the i i -th minute, the arrows one by one hit the first still standing warrior. After all Ivar's warriors fall and all the currently flying arrows fly by, Thor smashes his hammer and all Ivar's warriors get their previous strengths back and stand up to fight again. In other words, if all warriors die in minute t t , they will all be standing to fight at the end of minute t t . The battle will last for q q minutes, after each minute you should tell Ivar what is the number of his standing warriors."," The first line contains two integers n n and q q ( 1_,q200000 1 )   the number of warriors and the number of minutes in the battle. The second line contains n n integers a 1 , a 2 ,, a n a ( 1 a i  10 9 1 ) that represent the warriors' strengths. The third line contains q q integers k 1 , k 2 ,, k q k ( 1 k i  10 14 1 ), the i i -th of them represents Lagertha's order at the i i -th minute: k i k arrows will attack the warriors.","Output q q lines, the i i -th of them is the number of standing warriors after the i i -th minute.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649,"You are given a permutation p p of integers from 1 1 to n n , where n n is an even number. Your goal is to sort the permutation. To do so, you can perform zero or more operations of the following type: take two indices i i and j j such that 2|i_|_ 2 and swap p i p and p j p . There is no need to minimize the number of operations, however you should use no more than 5_ 5 operations. One can show that it is always possible to do that."," The first line contains a single integer n n ( 2_3 10 5 2 , n n is even)  the length of the permutation. The second line contains n n distinct integers p 1 , p 2 ,, p n p ( 1 p i _ 1 )  the given permutation.",On the first line print m m ( 0_5_ 0 )  the number of swaps to perform.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
942,"You are given integer n n . You have to arrange numbers from 1 1 to 2n 2 , using each of them exactly once, on the circle, so that the following condition would be satisfied: For every n n consecutive numbers on the circle write their sum on the blackboard. Then any two of written on the blackboard 2n 2 numbers differ not more than by 1 1 . For example, choose n=3 n . On the left you can see an example of a valid arrangement: 1+4+5=10 1 , 4+5+2=11 4 , 5+2+3=10 5 , 2+3+6=11 2 , 3+6+1=10 3 , 6+1+4=11 6 , any two numbers differ by at most 1 1 . On the right you can see an invalid arrangement: for example, 5+1+6=12 5 , and 3+2+4=9 3 , 9 9 and 12 12 differ more than by 1 1 .", The first and the only line contain one integer n n ( 1_ 10 5 1 ).,"If there is no solution, output ""NO"" in the first line.",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3790,"A string is a palindrome if it reads the same from the left to the right and from the right to the left. For example, the strings ""kek"", ""abacaba"", ""r"" and ""papicipap"" are palindromes, while the strings ""abb"" and ""iq"" are not. A substring s[l_] s ( 1________|s| 1 ) of a string s= s 1 s 2  s |s| s is the string s l s l+1  s r s . Anna does not like palindromes, so she makes her friends call her Ann. She also changes all the words she reads in a similar way. Namely, each word s s is changed into its longest substring that is not a palindrome. If all the substrings of s s are palindromes, she skips the word at all. Some time ago Ann read the word s s . What is the word she changed it into?"," The first line contains a non-empty string s s with length at most 50 50 characters, containing lowercase English letters only.","If there is such a substring in s s that is not a palindrome, print the maximum length of such a substring. Otherwise print 0 0 .",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2978,"A breakthrough among computer games, ""Civilization XIII"", is striking in its scale and elaborate details. Let's take a closer look at one of them. The playing area in the game is split into congruent cells that are regular hexagons. The side of each cell is equal to 1. Each unit occupies exactly one cell of the playing field. The field can be considered infinite. Let's take a look at the battle unit called an ""Archer"". Each archer has a parameter ""shot range"". It's a positive integer that determines the radius of the circle in which the archer can hit a target. The center of the circle coincides with the center of the cell in which the archer stays. A cell is considered to be under the archer_ fire if and only if all points of this cell, including border points are located inside the circle or on its border. The picture below shows the borders for shot ranges equal to 3, 4 and 5. The archer is depicted as A. Find the number of cells that are under fire for some archer.", The first and only line of input contains a single positive integer k   the archer's shot range (1_____106).,"Print the single number, the number of cells that are under fire.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2285,"Nura wants to buy k gadgets. She has only s burles for that. She can buy each gadget for dollars or for pounds. So each gadget is selling only for some type of currency. The type of currency and the cost in that currency are not changing. Nura can buy gadgets for n days. For each day you know the exchange rates of dollar and pound, so you know the cost of conversion burles to dollars or to pounds. Each day (from 1 to n) Nura can buy some gadgets by current exchange rate. Each day she can buy any gadgets she wants, but each gadget can be bought no more than once during n days. Help Nura to find the minimum day index when she will have k gadgets. Nura always pays with burles, which are converted according to the exchange rate of the purchase day. Nura can't buy dollars or pounds, she always stores only burles. Gadgets are numbered with integers from 1 to m in order of their appearing in input."," First line contains four integers n,_,_,_ (1_____2·105,1________2·105,1_____109)   number of days, total number and required number of gadgets, number of burles Nura has. Second line contains n integers ai (1___i__106)   the cost of one dollar in burles on i-th day. Third line contains n integers bi (1___i__106)   the cost of one pound in burles on i-th day. Each of the next m lines contains two integers ti,_i (1___i__2,1___i__106)   type of the gadget and it's cost. For the gadgets of the first type cost is specified in dollars. For the gadgets of the second type cost is specified in pounds.",If Nura can't buy k gadgets print the only line with the number -1.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1257,"Little boy Valera studies an algorithm of sorting an integer array. After studying the theory, he went on to the practical tasks. As a result, he wrote a program that sorts an array of n integers a1,_2,...,_n in the non-decreasing order. The pseudocode of the program, written by Valera, is given below. The input of the program gets number n and array a.  loop integer variable i from 1 to n-1     loop integer variable j from i to n-1         if (aj>_j+1), then swap the values of elements aj and aj+1 But Valera could have made a mistake, because he hasn't yet fully learned the sorting algorithm. If Valera made a mistake in his program, you need to give a counter-example that makes his program work improperly (that is, the example that makes the program sort the array not in the non-decreasing order). If such example for the given value of n doesn't exist, print -1.", You've got a single integer n (1_____50)   the size of the sorted array.,"Print n space-separated integers a1,_2,...,_n (1___i__100)   the counter-example, for which Valera's algorithm won't work correctly. If the counter-example that meets the described conditions is impossible to give, print -1.",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2591,"Bad news came to Mike's village, some thieves stole a bunch of chocolates from the local factory! Horrible! Aside from loving sweet things, thieves from this area are known to be very greedy. So after a thief takes his number of chocolates for himself, the next thief will take exactly k times more than the previous one. The value of k (k>1) is a secret integer known only to them. It is also known that each thief's bag can carry at most n chocolates (if they intend to take more, the deal is cancelled) and that there were exactly four thieves involved. Sadly, only the thieves know the value of n, but rumours say that the numbers of ways they could have taken the chocolates (for a fixed n, but not fixed k) is m. Two ways are considered different if one of the thieves (they should be numbered in the order they take chocolates) took different number of chocolates in them. Mike want to track the thieves down, so he wants to know what their bags are and value of n will help him in that. Please find the smallest possible value of n or tell him that the rumors are false and there is no such n."," The single line of input contains the integer m (1_____1015)   the number of ways the thieves might steal the chocolates, as rumours say.","Print the only integer n   the maximum amount of chocolates that thieves' bags can carry. If there are more than one n satisfying the rumors, print the smallest one.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3064,"Heidi is a statistician to the core, and she likes to study the evolution of marmot populations in each of V (1_____100) villages! So it comes that every spring, when Heidi sees the first snowdrops sprout in the meadows around her barn, she impatiently dons her snowshoes and sets out to the Alps, to welcome her friends the marmots to a new season of thrilling adventures. Arriving in a village, Heidi asks each and every marmot she comes across for the number of inhabitants of that village. This year, the marmots decide to play an April Fools' joke on Heidi. Instead of consistently providing the exact number of inhabitants P (10_____1000) of the village, they respond with a random non-negative integer k, drawn from one of two types of probability distributions: Poisson (d'avril) distribution: the probability of getting an answer k is for k=0,1,2,3,..., Uniform distribution: the probability of getting an answer k is for k=0,1,2,...,2P. Heidi collects exactly 250 answers per village. Every village follows either the Poisson or the uniform distribution. Heidi cannot tell marmots apart, so she may query some marmots several times, and each time the marmot will answer with a new number drawn from the village's distribution. Can you help Heidi to find out whether a village follows a Poisson or a uniform distribution?"," The first line of input will contain the number of villages V (1_____100). The following V lines each describe one village. The description of each village consists of 250 space-separated integers k, drawn from one of the above distributions.","Output one line per village, in the same order as provided in the input. The village's line shall state poisson if the village's distribution is of the Poisson type, and uniform if the answer came from a uniform distribution.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,"One day Polycarp published a funny picture in a social network making a poll about the color of his handle. Many of his friends started reposting Polycarp's joke to their news feed. Some of them reposted the reposts and so on. These events are given as a sequence of strings ""name1 reposted name2"", where name1 is the name of the person who reposted the joke, and name2 is the name of the person from whose news feed the joke was reposted. It is guaranteed that for each string ""name1 reposted name2"" user ""name1"" didn't have the joke in his feed yet, and ""name2"" already had it in his feed by the moment of repost. Polycarp was registered as ""Polycarp"" and initially the joke was only in his feed. Polycarp measures the popularity of the joke as the length of the largest repost chain. Print the popularity of Polycarp's joke."," The first line of the input contains integer n (1_____200)   the number of reposts. Next follow the reposts in the order they were made. Each of them is written on a single line and looks as ""name1 reposted name2"". All the names in the input consist of lowercase or uppercase English letters and/or digits and have lengths from 2 to 24 characters, inclusive. We know that the user names are case-insensitive, that is, two names that only differ in the letter case correspond to the same social network user.",Print a single integer   the maximum length of a repost chain.,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1936,"Drazil created a following problem about putting 1__2 tiles into an n___ grid: ""There is a grid with some cells that are empty and some cells that are occupied. You should use 1__2 tiles to cover all empty cells and no two tiles should cover each other. And you should print a solution about how to do it."" But Drazil doesn't like to write special checking program for this task. His friend, Varda advised him: ""how about asking contestant only to print the solution when it exists and it is unique? Otherwise contestant may print 'Not unique' "". Drazil found that the constraints for this task may be much larger than for the original task! Can you solve this new problem? Note that you should print 'Not unique' either when there exists no solution or when there exists several different solutions for the original task."," The first line contains two integers n and m (1___,___2000). The following n lines describe the grid rows. Character '.' denotes an empty cell, and the character '*' denotes a cell that is occupied.","If there is no solution or the solution is not unique, you should print the string ""Not unique"".",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,"You are given two strings a a and b b consisting of lowercase English letters, both of length n n . The characters of both strings have indices from 1 1 to n n , inclusive. You are allowed to do the following changes: Choose any index i i ( 1__ 1 ) and swap characters a i a and b i b ; Choose any index i i ( 1__ 1 ) and swap characters a i a and a n_+1 a ; Choose any index i i ( 1__ 1 ) and swap characters b i b and b n_+1 b . Note that if n n is odd, you are formally allowed to swap a  n 2  a with a  n 2  a (and the same with the string b b ) but this move is useless. Also you can swap two equal characters but this operation is useless as well. You have to make these strings equal by applying any number of changes described above, in any order. But it is obvious that it may be impossible to make two strings equal by these swaps. In one preprocess move you can replace a character in a a with another character. In other words, in a single preprocess move you can choose any index i i ( 1__ 1 ), any character c c and set a i :=c a . Your task is to find the minimum number of preprocess moves to apply in such a way that after them you can make strings a a and b b equal by applying some number of changes described in the list above. Note that the number of changes you make after the preprocess moves does not matter. Also note that you cannot apply preprocess moves to the string b b or make any preprocess moves after the first change is made.", The first line of the input contains one integer n n ( 1_ 10 5 1 )  the length of strings a a and b b . The second line contains the string a a consisting of exactly n n lowercase English letters. The third line contains the string b b consisting of exactly n n lowercase English letters.,"Print a single integer  the minimum number of preprocess moves to apply before changes, so that it is possible to make the string a a equal to string b b with a sequence of changes from the list above.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,"You are given a complete undirected graph with n vertices. A number ai is assigned to each vertex, and the weight of an edge between vertices i and j is equal to ai_or_j. Calculate the weight of the minimum spanning tree in this graph."," The first line contains n (1_____200000)   the number of vertices in the graph. The second line contains n integers a1, a2, ..., an (0___i<230)   the numbers assigned to the vertices.",Print one number   the weight of the minimum spanning tree in the graph.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1593,"The police department of your city has just started its journey. Initially, they don_ have any manpower. So, they started hiring new recruits in groups. Meanwhile, crimes keeps occurring within the city. One member of the police force can investigate only one crime during his/her lifetime. If there is no police officer free (isn't busy with crime) during the occurrence of a crime, it will go untreated. Given the chronological order of crime occurrences and recruit hirings, find the number of crimes which will go untreated."," The first line of input will contain an integer n (1_____105), the number of events. The next line will contain n space-separated integers. If the integer is -1 then it means a crime has occurred. Otherwise, the integer will be positive, the number of officers recruited together at that time. No more than 10 officers will be recruited at a time.","Print a single integer, the number of crimes which will go untreated.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,"The spring is coming and it means that a lot of fruits appear on the counters. One sunny day little boy Valera decided to go shopping. He made a list of m fruits he wanted to buy. If Valera want to buy more than one fruit of some kind, he includes it into the list several times. When he came to the fruit stall of Ashot, he saw that the seller hadn't distributed price tags to the goods, but put all price tags on the counter. Later Ashot will attach every price tag to some kind of fruits, and Valera will be able to count the total price of all fruits from his list. But Valera wants to know now what can be the smallest total price (in case of the most «lucky» for him distribution of price tags) and the largest total price (in case of the most «unlucky» for him distribution of price tags)."," The first line of the input contains two integer number n and m (1___,___100)  the number of price tags (which is equal to the number of different kinds of fruits that Ashot sells) and the number of items in Valera's list. The second line contains n space-separated positive integer numbers. Each of them doesn't exceed 100 and stands for the price of one fruit of some kind. The following m lines contain names of the fruits from the list. Each name is a non-empty string of small Latin letters which length doesn't exceed 32. It is guaranteed that the number of distinct fruits from the list is less of equal to n. Also it is known that the seller has in stock all fruits that Valera wants to buy.",Print two numbers a and b (a___)  the minimum and the maximum possible sum which Valera may need to buy all fruits from his list.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"There was an electronic store heist last night. All keyboards which were in the store yesterday were numbered in ascending order from some integer number x x . For example, if x=4 x and there were 3 3 keyboards in the store, then the devices had indices 4 4 , 5 5 and 6 6 , and if x=10 x and there were 7 7 of them then the keyboards had indices 10 10 , 11 11 , 12 12 , 13 13 , 14 14 , 15 15 and 16 16 . After the heist, only n n keyboards remain, and they have indices a 1 , a 2 ,, a n a . Calculate the minimum possible number of keyboards that have been stolen. The staff remember neither x x nor the number of keyboards in the store before the heist."," The first line contains single integer n n (1_1000) (   the number of keyboards in the store that remained after the heist. The second line contains n n distinct integers a 1 , a 2 ,, a n a (1 a i  10 9 ) (   the indices of the remaining keyboards. The integers a i a are given in arbitrary order and are pairwise distinct.",Print the minimum possible number of keyboards that have been stolen if the staff remember neither x x nor the number of keyboards in the store before the heist.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,"A boy named Ayrat lives on planet AMI-1511. Each inhabitant of this planet has a talent. Specifically, Ayrat loves running, moreover, just running is not enough for him. He is dreaming of making running a real art. First, he wants to construct the running track with coating t. On planet AMI-1511 the coating of the track is the sequence of colored blocks, where each block is denoted as the small English letter. Therefore, every coating can be treated as a string. Unfortunately, blocks aren't freely sold to non-business customers, but Ayrat found an infinite number of coatings s. Also, he has scissors and glue. Ayrat is going to buy some coatings s, then cut out from each of them exactly one continuous piece (substring) and glue it to the end of his track coating. Moreover, he may choose to flip this block before glueing it. Ayrat want's to know the minimum number of coating s he needs to buy in order to get the coating t for his running track. Of course, he also want's to know some way to achieve the answer."," First line of the input contains the string s   the coating that is present in the shop. Second line contains the string t   the coating Ayrat wants to obtain. Both strings are non-empty, consist of only small English letters and their length doesn't exceed 2100.",The first line should contain the minimum needed number of coatings n or -1 if it's impossible to create the desired coating.,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1782,"Imagine a city with n junctions and m streets. Junctions are numbered from 1 to n. In order to increase the traffic flow, mayor of the city has decided to make each street one-way. This means in the street between junctions u and v, the traffic moves only from u to v or only from v to u. The problem is to direct the traffic flow of streets in a way that maximizes the number of pairs (u,_) where 1___,____ and it is possible to reach junction v from u by passing the streets in their specified direction. Your task is to find out maximal possible number of such pairs."," The first line of input contains integers n and m, (), denoting the number of junctions and streets of the city. Each of the following m lines contains two integers u and v, (u___), denoting endpoints of a street in the city. Between every two junctions there will be at most one street. It is guaranteed that before mayor decision (when all streets were two-way) it was possible to reach each junction from any other junction.","Print the maximal number of pairs (u,_) such that that it is possible to reach junction v from u after directing the streets.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3644,"Vitya loves programming and problem solving, but sometimes, to distract himself a little, he plays computer games. Once he found a new interesting game about tanks, and he liked it so much that he went through almost all levels in one day. Remained only the last level, which was too tricky. Then Vitya remembered that he is a programmer, and wrote a program that helped him to pass this difficult level. Try do the same. The game is organized as follows. There is a long road, two cells wide and n cells long. Some cells have obstacles. You control a tank that occupies one cell. Initially, the tank is located before the start of the road, in a cell with coordinates (0,1). Your task is to move the tank to the end of the road, to the cell (n+1,1) or (n+1,2). Every second the tank moves one cell to the right: the coordinate x is increased by one. When you press the up or down arrow keys, the tank instantly changes the lane, that is, the y coordinate. When you press the spacebar, the tank shoots, and the nearest obstacle along the lane in which the tank rides is instantly destroyed. In order to load a gun, the tank needs t seconds. Initially, the gun is not loaded, that means, the first shot can be made only after t seconds after the tank starts to move. If at some point the tank is in the same cell with an obstacle not yet destroyed, it burns out. If you press the arrow exactly at the moment when the tank moves forward, the tank will first move forward, and then change the lane, so it will not be possible to move diagonally. Your task is to find out whether it is possible to pass the level, and if possible, to find the order of actions the player need to make."," The first line contains four integers n, m1, m2 and t, the length of the field, the number of obstacles in the first lane, the number of obstacles in the second lane and the number of tank steps before reloading, respectively (1_____109; 0___1,_2___; 0___1+_2__106; 1______). The next two lines contain a description of the obstacles. The first of these lines contains m1 numbers xi   the obstacle coordinates in the first lane (1___i___; xi<_i+1). The y coordinate for all these obstacles will be 1. The second line contains m2 numbers describing the obstacles of the second lane in the same format. The y coordinate of all these obstacles will be 2.","In the first line print «Yes», if it is possible to pass the level, or «No», otherwise.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,"You are given a tree (an undirected connected acyclic graph) consisting of n n vertices. You are playing a game on this tree. Initially all vertices are white. On the first turn of the game you choose one vertex and paint it black. Then on each turn you choose a white vertex adjacent (connected by an edge) to any black vertex and paint it black. Each time when you choose a vertex (even during the first turn), you gain the number of points equal to the size of the connected component consisting only of white vertices that contains the chosen vertex. The game ends when all vertices are painted black. Let's see the following example: Vertices 1 1 and 4 4 are painted black already. If you choose the vertex 2 2 , you will gain 4 4 points for the connected component consisting of vertices 2,3,5 2 and 6 6 . If you choose the vertex 9 9 , you will gain 3 3 points for the connected component consisting of vertices 7,8 7 and 9 9 . Your task is to maximize the number of points you gain."," The first line contains an integer n n  the number of vertices in the tree ( 2_2 10 5 2 ). Each of the next n1 n lines describes an edge of the tree. Edge i i is denoted by two integers u i u and v i v , the indices of vertices it connects ( 1 u i , v i _ 1 , u i  v i u ). It is guaranteed that the given edges form a tree.",Print one integer  the maximum number of points you gain if you will play optimally.,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,"Vova's family is building the Great Vova Wall (named by Vova himself). Vova's parents, grandparents, grand-grandparents contributed to it. Now it's totally up to Vova to put the finishing touches. The current state of the wall can be respresented by a sequence a a of n n integers, with a i a being the height of the i i -th part of the wall. Vova can only use 2_1 2 bricks to put in the wall (he has infinite supply of them, however). Vova can put bricks only horizontally on the neighbouring parts of the wall of equal height. It means that if for some i i the current height of part i i is the same as for part i+1 i , then Vova can put a brick there and thus increase both heights by 1. Obviously, Vova can't put bricks in such a way that its parts turn out to be off the borders (to the left of part 1 1 of the wall or to the right of part n n of it). Note that Vova can't put bricks vertically. Vova is a perfectionist, so he considers the wall completed when: all parts of the wall has the same height; the wall has no empty spaces inside it. Can Vova complete the wall using any amount of bricks (possibly zero)?"," The first line contains a single integer n n ( 1_2 10 5 1 )  the number of parts in the wall. The second line contains n n integers a 1 , a 2 ,, a n a ( 1 a i  10 9 1 )  the initial heights of the parts of the wall.","Print ""YES"" if Vova can complete the wall using any amount of bricks (possibly zero).",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,"Masha really loves algebra. On the last lesson, her strict teacher Dvastan gave she new exercise. You are given geometric progression b defined by two integers b1 and q. Remind that a geometric progression is a sequence of integers b1,_2,_3,..., where for each i>1 the respective term satisfies the condition bi=_i-1·q, where q is called the common ratio of the progression. Progressions in Uzhlyandia are unusual: both b1 and q can equal 0. Also, Dvastan gave Masha m ""bad"" integers a1,_2,...,_m, and an integer l. Masha writes all progression terms one by one onto the board (including repetitive) while condition |bi|___ is satisfied (|x| means absolute value of x). There is an exception: if a term equals one of the ""bad"" integers, Masha skips it (doesn't write onto the board) and moves forward to the next term. But the lesson is going to end soon, so Masha has to calculate how many integers will be written on the board. In order not to get into depression, Masha asked you for help: help her calculate how many numbers she will write, or print ""inf"" in case she needs to write infinitely many integers."," The first line of input contains four integers b1, q, l, m (-109___1,___109, 1_____109, 1_____105)   the initial term and the common ratio of progression, absolute value of maximal number that can be written on the board and the number of ""bad"" integers, respectively. The second line contains m distinct integers a1,_2,...,_m (-109___i__109)   numbers that will never be written on the board.","Print the only integer, meaning the number of progression terms that will be written on the board if it is finite, or ""inf"" (without quotes) otherwise.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,"You are given a binary matrix A A of size n_n n . Let's denote an x x -compression of the given matrix as a matrix B B of size n x _ n x n such that for every i[1,n],j[1,n] i the condition A[i][j]=B[ i x ][ j x ] A is met. Obviously, x x -compression is possible only if x x divides n n , but this condition is not enough. For example, the following matrix of size 2_2 2 does not have any 2 2 -compression: 01 01 10 10 For the given matrix A A , find maximum x x such that an x x -compression of this matrix is possible. Note that the input is given in compressed form. But even though it is compressed, you'd better use fast input."," The first line contains one number n n ( 4_5200 4 )  the number of rows and columns in the matrix A A . It is guaranteed that n n is divisible by 4 4 . Then the representation of matrix follows. Each of n n next lines contains n 4 n one-digit hexadecimal numbers (that is, these numbers can be represented either as digits from 0 0 to 9 9 or as uppercase Latin letters from A A to F F ). Binary representation of each of these numbers denotes next 4 4 elements of the matrix in the corresponding row. For example, if the number B B is given, then the corresponding elements are 1011, and if the number is 5 5 , then the corresponding elements are 0101. Elements are not separated by whitespaces.",Print one number: maximum x x such that an x x -compression of the given matrix is possible.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,"Scrooge McDuck keeps his most treasured savings in a home safe with a combination lock. Each time he wants to put there the treasures that he's earned fair and square, he has to open the lock. The combination lock is represented by n rotating disks with digits from 0 to 9 written on them. Scrooge McDuck has to turn some disks so that the combination of digits on the disks forms a secret combination. In one move, he can rotate one disk one digit forwards or backwards. In particular, in one move he can go from digit 0 to digit 9 and vice versa. What minimum number of actions does he need for that?", The first line contains a single integer n (1_____1000)   the number of disks on the combination lock. The second line contains a string of n digits   the original state of the disks. The third line contains a string of n digits   Scrooge McDuck's combination that opens the lock.,Print a single integer   the minimum number of moves Scrooge McDuck needs to open the lock.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,"You are given two integers a a and b b . Moreover, you are given a sequence s 0 , s 1 ,, s n s . All values in s s are integers 1 1 or 1  . It's known that sequence is k k -periodic and k k divides n+1 n . In other words, for each k__ k it's satisfied that s i = s i_ s . Find out the non-negative remainder of division of  i=0 n s i a n_ b i  by 10 9 +9 10 . Note that the modulo is unusual!"," The first line contains four integers n,a,b n and k k (1_ 10 9 ,1_,b 10 9 ,1_ 10 5 ) ( . The second line contains a sequence of length k k consisting of characters '+' and '-'. If the i i -th character (0-indexed) is '+', then s i =1 s , otherwise s i =1 s . Note that only the first k k members of the sequence are given, the rest can be obtained using the periodicity property.",Output a single integer   value of given expression modulo 10 9 +9 10 .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3377,"Recently, Dima met with Sasha in a philatelic store, and since then they are collecting coins together. Their favorite occupation is to sort collections of coins. Sasha likes having things in order, that is why he wants his coins to be arranged in a row in such a way that firstly come coins out of circulation, and then come coins still in circulation. For arranging coins Dima uses the following algorithm. One step of his algorithm looks like the following: He looks through all the coins from left to right; If he sees that the i-th coin is still in circulation, and (i+1)-th coin is already out of circulation, he exchanges these two coins and continues watching coins from (i+1)-th. Dima repeats the procedure above until it happens that no two coins were exchanged during this procedure. Dima calls hardness of ordering the number of steps required for him according to the algorithm above to sort the sequence, e.g. the number of times he looks through the coins from the very beginning. For example, for the ordered sequence hardness of ordering equals one. Today Sasha invited Dima and proposed him a game. First he puts n coins in a row, all of them are out of circulation. Then Sasha chooses one of the coins out of circulation and replaces it with a coin in circulation for n times. During this process Sasha constantly asks Dima what is the hardness of ordering of the sequence. The task is more complicated because Dima should not touch the coins and he should determine hardness of ordering in his mind. Help Dima with this task."," The first line contains single integer n (1_____300000)   number of coins that Sasha puts behind Dima. Second line contains n distinct integers p1,_2,...,_n (1___i___)   positions that Sasha puts coins in circulation to. At first Sasha replaces coin located at position p1, then coin located at position p2 and so on. Coins are numbered from left to right.","Print n+1 numbers a0,_1,...,_n, where a0 is a hardness of ordering at the beginning, a1 is a hardness of ordering after the first replacement and so on.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2611,"Ted has a pineapple. This pineapple is able to bark like a bulldog! At time t (in seconds) it barks for the first time. Then every s seconds after it, it barks twice with 1 second interval. Thus it barks at times t, t+_, t+_+1, t+2s, t+2s+1, etc. Barney woke up in the morning and wants to eat the pineapple, but he can't eat it when it's barking. Barney plans to eat it at time x (in seconds), so he asked you to tell him if it's gonna bark at that time."," The first and only line of input contains three integers t, s and x (0___,___109, 2_____109)   the time the pineapple barks for the first time, the pineapple barking interval, and the time Barney wants to eat the pineapple respectively.","Print a single ""YES"" (without quotes) if the pineapple will bark at time x or a single ""NO"" (without quotes) otherwise in the only line of output.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,"Iahub wants to enhance his multitasking abilities. In order to do this, he wants to sort n arrays simultaneously, each array consisting of m integers. Iahub can choose a pair of distinct indices i and j (1___,____,____). Then in each array the values at positions i and j are swapped only if the value at position i is strictly greater than the value at position j. Iahub wants to find an array of pairs of distinct indices that, chosen in order, sort all of the n arrays in ascending or descending order (the particular order is given in input). The size of the array can be at most (at most pairs). Help Iahub, find any suitable array."," The first line contains three integers n (1______1000), m (1______100) and k. Integer k is 0 if the arrays must be sorted in ascending order, and 1 if the arrays must be sorted in descending order. Each line i of the next n lines contains m integers separated by a space, representing the i-th array. For each element x of the array i, 1_____106 holds.","On the first line of the output print an integer p, the size of the array (p can be at most ). Each of the next p lines must contain two distinct integers i and j (1___,____,____), representing the chosen indices.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1840,"Peter wrote on the board a strictly increasing sequence of positive integers a1,_2,...,_n. Then Vasil replaced some digits in the numbers of this sequence by question marks. Thus, each question mark corresponds to exactly one lost digit. Restore the the original sequence knowing digits remaining on the board."," The first line of the input contains integer n (1_____105)   the length of the sequence. Next n lines contain one element of the sequence each. Each element consists only of digits and question marks. No element starts from digit 0. Each element has length from 1 to 8 characters, inclusive.","If the answer exists, print in the first line ""YES"" (without the quotes). Next n lines must contain the sequence of positive integers   a possible variant of Peter's sequence. The found sequence must be strictly increasing, it must be transformed from the given one by replacing each question mark by a single digit. All numbers on the resulting sequence must be written without leading zeroes. If there are multiple solutions, print any of them.",0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
