BID,Plot,math,constructive algorithm,search,brute force,geometry,string,data structures,sortings,dp
599/B,patrick gone shopping spongebob decided play little trick friend naughty sponge browsed patrick personal stuff found sequence length consisting necessarily distinct picked sequence length got fai finish prank erased initial sequence hard express sad patrick returned home shopping say spongebob immediately got really sorry done trying restore original sequence help determine impossible input length sequence respectively second determining sequence last determining sequence print possible exactly sequence fai print,0,0,0,0,0,0,0,0,0
599/C,day squidward spongebob patrick decided beach unfortunately weather bad friend unable ride wave decided spent time building sand castle end day castle built friend castle numbered height castle equal friend leave squidward noticed castle ordered height look ugly friend going reorder castle way obtain condition hold squidward suggested following process sorting castle castle split block group consecutive castle therefore block include castle block consist single castle partitioning chosen way every castle part exactly block block sorted independently block sequence becomes sorted partitioning satisfy condition block sorted sequence becomes sorted always achieved saying whole sequence single block even patrick understands increasing block partitioning ease sorting process friend ask count maximum possible block partitioning satisfies requirement input single castle spongebob patrick squidward made sand day next corresponds height castle print maximum possible block valid partitioning,0,0,0,0,0,0,0,1,0
599/D,spongebob already tired trying reason weird action calculation simply asked find pair exactly distinct square table consisting row column example table square side square side square side total distinct square table input single square inside table spongebob interested print single table exactly distinct square inside,1,0,0,1,0,0,0,0,0
599/E,rooted tree connected graph without simple cycle vertex selected root problem vertex always serve root lowest common ancestor vertex farthest root vertex lie path root path root denote lca sandy rooted tree consisting vertex used store nut unfortunately underwater storm broke tree remember edge managed restore edge initial tree triple supposes lca help sandy count tree size vertex root match information remembered made mess tree print rooted tree considered distinct exists edge occur occur input vertex edge lca triple remembered sandy respectively next vertex connected edge guaranteed set edge subset edge tree last triplet triple define lca guaranteed exists tree satisfy given lca condition print single tree size satisfy condition,0,0,0,0,0,0,1,0,1
6/B,president berland vast office room apart work subordinate subordinate well president desk unique colour desk rectangular side parallel office wall day president decided establish assembly deputy member unfortunately doe remember exact amount deputy remembers desk deputy adjacent desk say desk president deputy common side positive length office room plan viewed matrix row column cell matrix either empty part desk uppercase latin letter stand desk colour period character stand empty cell separated space length width office room character president desk colour following character office room description guaranteed colour desk unique desk represents continuous subrectangle given matrix colour marked uppercase latin letter print amount president deputy,0,0,0,0,0,0,0,0,0
6/E,several day left fiftieth birthday famous berland writer berlbury connection local library decided make exposition work famous science fiction writer decided well necessary include exposition book published particular time period obvious book differ much size visitor like organizer came opinion difference highest lowest book exposition millimeter library volume book berlbury arranged chronological order appearance height book millimeter know berlbury highly respected city organizer want include exposition many book possible find period creative work manage cover asked help organizer cope hard task input data separated space amount book berlbury library maximum allowed height difference lowest highest book second separated space height book millimeter output data print separate space maximum amount book organizer include exposition amount time period berlbury published book height difference lowest highest book milllimeters,0,0,1,0,0,0,1,0,0
600/A,given string let call word largest sequence consecutive symbol without symbol comma semicolon example word string aba aba word empty example string empty word separated find word given string nonnegative without leading build new string string word separating order remain string word build string way order remain string string example string aba string would equal string would equal aba input string string symbol ascii ascii ascii digit lowercase uppercase latin letter print string string second string surrounded quote ascii,0,0,0,0,0,1,0,0,0
600/B,given array element second array find element array equal value size array second element array third element array print separated space equal element array equal value,0,0,1,0,0,0,1,1,0
600/C,string called palindrome read left right right left example kazak mikhailrubinchikkihcniburliahkim palindroms string abb given string consisting lowercase latin letter choose position string change letter position lowercase letter changing length string change change letter permute order letter want permutation count change obtain palindrome minimal change several way get lexicographically alphabetically smallest palindrome firstly minimize change minimize palindrome lexicographically string consisting lowercase latin letter print lexicographically smallest palindrome obtained minimal change,0,1,0,0,0,1,0,1,0
600/D,given circle find area intersection position center radius circle second position center radius second circle print area intersection circle answer considered correct absolute relative error exceed,0,0,0,0,1,0,0,0,0
600/E,given rooted tree root vertex vertex coloured colour let call colour dominating subtree vertex colour appear subtree vertex time colour possible colour dominating subtree vertex subtree vertex vertex vertex vertex path root vertex find sum dominating colour subtree vertex vertex tree second colour vertex next edge tree vertex root tree print sum dominating colour vertex,0,0,0,0,0,0,1,0,0
600/F,given undirected bipartite graph without multiple edge paint edge graph minimal colour adjacent edge colour size part size second part edge graph next vertex part vertex second part guaranteed multiple edge print minimal colour second colour edge order appear input,0,0,0,0,0,0,1,0,0
601/A,absurdistan town numbered bidirectional railway absurdly simple road network pair different town bidirectional road town railway travelling different town using railway road always take exactly hour train bus leave town time destination town make stop way wait town train move along railway bus move along road asked plan route vehicle route use road railway multiple time important aspect consider safety order avoid accident railway crossing train bus must arrive town except town simultaneously constraint minimum hour needed vehicle reach town maximum arrival time bus train note bus train required arrive town moment time allowed input town railway respectively next denoting railway town assume railway connecting town output smallest possible time later vehicle arrival town impossible least vehicle reach town output,0,0,0,0,0,0,1,0,0
601/B,function called lipschitz continuous real constant inequality hold deal discrete version term array define lipschitz constant follows word smallest non negative hold given array size query form query consider subarray determine sum lipschitz constant subarrays input space separated element array query respectively second space separated following describe query space separated print answer query order given input query print containing single sum lipschitz constant subarrays,1,0,0,0,0,0,1,0,0
601/C,kleof participating thlon tournament consisting different competition different discipline numbered participant thlon participates competition competition participant given rank way participant given rank word rank competition form permutation score participant competition equal rank overall score participant computed sum participant score competition overall rank participant equal participant strictly smaller overall score thlon result published kleof still remembers rank particular competition remember anything well participant therefore kleof would like know expected overall rank competitor equally good discipline ranking permutation rank everyone except kleof competition equiprobable input space separated competition participant respectively follow rank kleof competition output single real expected overall rank kleof answer considered correct relative absolute error exceed,1,0,0,0,0,0,0,0,1
601/D,given tree vertex numbered letter vertex tree rooted vertex let look subtree vertex possible read string along simple path starting ending vertex possibly let denote distinct string read way assigned vertex interested vertex maximum value compute statistic maximum value vertex maximum input vertex tree second space separated third string consisting lowercase english letter character string letter vertex following describe tree space separated indicating edge vertex guaranteed input describe tree print,0,0,0,0,0,1,1,0,0
601/E,famous museum city kleof life museum exhibit numbered displayed long time exhibit value mass museum bought large financial group started vary exhibit time kleof gained interest museum say process event type type museum display exhibit value mass exhibit displayed event type numbered see sample explanation detail type museum remove exhibit store safely vault type kleof visit museum wonder important reason course robbery exhibit total mass stolen would maximum possible total value event type let maximum possible total value stolen exhibit total mass formally let set exhibit currently displayed initially let set subset let defined compute note output follows special format input space separated initial exhibit museum maximum interesting mass stolen exhibit follow space separated positive value mass exhibit next single event next description event following format event type new exhibit value mass added event type exhibit removed guaranteed removed exhibit displayed time event type kleof visit museum asks question event type least event type value get large output answer event type special format,0,0,0,0,0,0,1,0,1
602/A,seeing base belong meme time realised different base complicated relation given represented base represented base compare input space separated digit based representation second space separated digit given order significant digit least significant following describe way third space separated digit based representation fourth space separated digit leading positive digit given standard decimal numeral system output single character quote clarity,0,0,0,1,0,0,0,0,0
602/B,xellos practice course university measure intensity effect slowly approached equilibrium good way determine equilibrium intensity would choosing sufficiently large consecutive data point seems constant possible taking average course usual size data nothing challenging make similar programming contest problem given sequence data point big jump consecutive data point guaranteed range data point said almost constant difference largest smallest value range formally let maximum minimum value range almost constant find length longest almost constant range input single data point second print single maximum length almost constant range given sequence,0,0,1,0,0,0,0,0,1
603/A,kevin recevied disappointing result usa identification cow olympiad usaico form binary string length character kevin string represents kevin score question olympiad correctly identified cow otherwise lost kevin big proponent alternative thinking belief score instead sum point length longest alternating subsequence string define alternating subsequence string necessarily contiguous subsequence consecutive element equal example alternating sequence kevin sneaky little puffball willing hack usaico database improve score order subtle decides flip exactly substring take contiguous non empty substring score change substring vice versa operation kevin want know length longest possible alternating subsequence string could question olympiad following binary string length representing kevin result usaico output single length longest possible alternating subsequence kevin create string flipping single substring,1,0,0,0,0,0,0,1,1
603/B,behooves intelligent schoolboy kevin sun studying psycowlogy cowculus cryptcowgraphy bovinia state university bgu farmer ivan mathematics olympiad moo class kevin confronted weird functional equation need help fixed odd prime functional equation state function equation hold range inclusive turn actually many different function instead finding solution kevin want count distinct function satisfy equation since answer large print result modulo input consists space separated single guaranteed odd prime print single distinct function modulo,1,0,0,0,0,0,1,0,0
603/C,kevin nicky sun invented new game called liege legendre game player take turn modifying game state kevin moving initially game set pile cow pile containing cow player turn player call upon power sunlight either remove single cow chosen non empty pile choose pile cow even size replace pile cow player remove last cow win given sequence help kevin nicky find winner given side play optimal way input space separated second describing initial state game output name winning player either kevin nicky without quote,1,0,0,0,0,0,0,0,0
603/D,kevin sun ruminating origin cow standing origin cartesian plane notice plane representable equation form observes parallel pa point triple kevin considers triangle formed call triangle original circumcircle triangle pas origin since kevin belief circle bovine life tied directly triangle want know original triangle formed unordered triple distinct recall circumcircle triangle circle pas vertex triangle input single next describe space separated representing equation aix biy print single triple form original triangle,1,0,0,0,1,0,0,0,0
603/E,land bovinia pasture path connecting pasture course terrible situation kevin sun planning rectify constructing undirected path connecting pair distinct pasture make transportation efficient plan pave new path kevin particular certain aspect path paving since love odd want pasture odd paved path connected thus call paving sunny pasture incident odd paved path enjoys short path long path would like longest paved path short possible adding path kevin want know sunny paving exists path bovinia least doe minimum possible length longest path paving note longest path mean maximum weight edge denoting pasture path respectively next describing path path connects pasture length path given order constructed output single denoting minimum possible length longest path maximum weight edge sunny paving using path kevin pave set path pasture incident odd paved path output,1,0,0,0,0,0,1,0,0
604/A,kevin sun finished competing codeforces round round minute long featured problem maximum point value respectively despite challenging task kevin uncowed bulldozed distinguishing herd best cowmputer scientist bovinia kevin know submission time problem wrong submission made problem total successful unsuccessful hack codeforces scoring complicated kevin want write program compute final score codeforces score computed follows maximum point value problem kevin submitted correctly minute made wrong submission score problem total score equal sum score problem addition kevin total score get increased point successful hack get decreased point unsuccessful hack arithmetic operation performed absolute precision rounding guaranteed kevin final score input space separated time kevin last submission problem last submission always correct get accepted second space separated kevin wrong submission problem last space separated denoting kevin successful unsuccessful hack respectively print single value kevin final score,0,0,0,0,0,0,0,0,0
604/B,kevin sun want move precious collection cowbell naperthrill exeter actually grass instead corn moving must pack cowbell box fixed size order keep collection safe transportation place cowbell single box since kevin wish minimize expense curious smallest size box use pack entire collection kevin meticulous cowbell collector know size cowbell fact keep cowbell sorted size expert packer kevin fit cowbell box size sum size doe exceed given information help kevin determine smallest possible put cowbell box size input space separated denoting cowbell box respectively next space separated size kevin cowbell guaranteed size given non decreasing order print single smallest possible kevin put cowbell box size,0,0,1,0,0,0,0,1,0
605/A,infinitely long railway train consisting car numbered car distinct positioned arbitrary order david blaine want sort railway car order increasing move make car disappear place teleport either beginning train end train desire minimum action david blaine need perform order sort train input car train second sequence car train print single minimum action needed sort railway car,0,1,0,0,0,0,0,1,0
605/B,student vladislav came programming exam completely unprepared usual got question strange algorithm graph something definitely never useful real life asked girl sitting next lend cheat paper question found following definition minimum spanning tree graph tree vertex original graph sum weight edge minimum possible tree vladislav drew graph vertex edge containing loop multiple edge found minimum spanning tree wrote edge weight whether included found tree unfortunately piece paper graph painted gone teacher getting angry demand see original graph help vladislav come graph information minimum spanning tree remains correct input vertex edge graph next describes edge graph consists weight edge second equal edge included minimum spanning tree found vladislav guaranteed exactly equal exactly equal vladislav made mistake graph exist print,0,1,0,0,0,0,1,0,0
605/C,mikhail freelancer dream thing become cool programmer buy flat moscow become cool programmer need least experience point desired flat moscow cost dollar mikhail determined follow dream registered freelance site suggestion work distinct project mikhail already evaluated participation project increase experience per day bring dollar per day freelance work implies flexible working hour mikhail free stop working project time start working another project receives respective share experience money mikhail trying become cool programmer able work project moment time find real value equal minimum day mikhail need make dream come true example suppose mikhail suggested work project order achieve aim mikhail work day third project indeed input project required experience money next daily increase experience daily income working project print real value minimum day mikhail need get required amount experience money answer considered correct absolute relative error doe exceed,0,0,0,0,1,0,0,0,0
605/D,playing board card game game player characteristic white magic skill black magic skill respectively spell card lying table characteristic move player pick card cast spell written characteristic meet requirement player enough magic skill cast spell casting spell characteristic player change become equal beginning game characteristic player equal goal game cast spell task make move possible allowed use spell order time example use spell input single card table next characteristic corresponding card print single minimum move needed cast spell second print index card order cast case multiple possible solution print,0,0,0,0,0,0,1,0,0
605/E,scientist recently discovered wormhole object space allow travel long distance galaxy star system scientist know galaxy reach galaxy need get galaxy get galaxy galaxy need fly onto wormhole exactly galaxy day find galaxy unfortunately required wormhole always available every galaxy day disappear appear random state wormhole doe change galaxy day wormhole galaxy galaxy exists galaxy day taken separately probability pij always find wormhole exist given moment moment either travel another galaxy wormhole exist moment simply wait galaxy day see wormhole lead current position next day task find expected value time needed travel galaxy galaxy act optimal way guaranteed expected value exists input single galaxy reach follows matrix row column element pij represents probability wormhole galaxy galaxy probability given percent guaranteed element main diagonal equal print single real value expected value time needed travel galaxy galaxy act optimal way answer considered correct absolute relative error doe exceed,1,0,0,0,0,0,1,0,0
606/A,carl beginner magician blue violet orange magic sphere move transform sphere color sphere color make spell never seen need least blue violet orange sphere get possible multiple action input blue violet orange sphere magician disposal second input blue violet orange sphere need get wizard able obtain required sphere print yes otherwise print,0,0,0,0,0,0,0,0,0
606/B,cybernetics failure organisation made prototype bomb technician robot find possible problem decided carry series test beginning test robot prototype placed cell rectangular squared field size mine installed square field supposed conduct exactly test time mine installed square never used starting cell robot always remains placing object field robot run sequence command given string consisting character command tell robot move square left right stay idle moving given direction impossible soon robot fulfills sequence command blow due bug code moment time robot square mine blow due bug code moving left decrease coordinate moving right increase similarly moving decrease coordinate moving increase test long task predict result length task find many test robot run exactly command blow input size field starting coordinate robot coordinate axis directed downwards axis directed right second sequence command fulfilled robot length character consists character print sequence consisting length position starting print test robot run exactly command blow,0,0,0,0,0,0,0,0,0
607/A,beacon located distinct position beacon position power level beacon activated destroys beacon left direction decreasing coordinate distance inclusive beacon destroyed saitama activate beacon time right left beacon destroyed activated saitama want genos add beacon strictly right existing beacon position power level least possible beacon destroyed note genos placement beacon mean beacon activated help genos finding minimum beacon could destroyed input single initial beacon next position power level beacon respectively beacon position print single minimum beacon could destroyed exactly beacon added,0,0,1,0,0,0,0,0,1
607/B,genos recently installed game zuma phone zuma exists gemstone color goal game destroy gemstone quickly possible second genos able choose exactly continuous substring colored gemstone palindrome remove substring removed remaining gemstone shift form solid minimum second needed destroy entire let remind string substring called palindrome read backwards forward case mean color gemstone equal color last color second gemstone equal color next last input single gemstone second space separated color gemstone print single minimum second needed destroy entire,0,0,0,0,0,0,0,0,1
607/C,spirit holiday saitama given genos grid path length weird gift even saitama standard grid path ordered sequence neighbouring square infinite grid square neighbouring share side example grid path note square sequence might repeated path self intersection movement grid path restricted adjacent square sequence square move square path note single valid move last square grid path note even square path coincides square move square available example second square sequence move either third square ensure movement ambiguous grid path alternating sequence square example contiguous subsequence occur valid grid path marble placed square grid path genos want get marble last square grid path catch whenever move marble marble copy movement possible instance marble move east marble try move east well try mean moving east valid move marble move east moving north increase second coordinate moving south decrease similarly moving east increase coordinate moving west decrease given valid grid path genos want know possible move marble end respective path possible move marble marble rest last square respective path input single length path second input string consisting character either grid path character thought sequence move needed traverse grid path example example path problem statement expressed string nnesww third input string character either second grid path print yes without quote possible marble end position time print without quote otherwise case answer case insensitive,0,0,0,0,0,1,0,0,0
607/D,genos saitama went shopping christmas tree different type tree caught attention exalted power tree power tree start single root vertex indexed power tree grows magical phenomenon known update update single vertex added tree child vertex every vertex tree root added vertex value associated power vertex defined strength multiset composed value associated vertex power direct child strength multiset defined sum element multiset multiplied element word multiset saitama know update performed tree decided test genos asking query tree growth cycle update form add new vertex value child vertex query form asks power vertex please help genos respond query modulo input space separated value vertex total update query respectively next update query following form describes update index added vertex equal smallest positive used index tree guaranteed already existing vertex describes query guaranteed exist tree guaranteed input least query query print power given vertex modulo,0,0,0,0,0,0,1,0,0
607/E,genos given distinct cartesian plane let list intersection point single point might appear multiple time list intersection multiple pair order list doe matter given query point let corresponding list distance point query point distance refers euclidean distance refresher euclidean distance point genos given point positive asked find sum smallest element duplicate element treated separate element genos intimidated div problem asked help input single second encoded coordinate query point statement query point obtained word divide get actual query point denotes length list guaranteed next parameter form guaranteed print single real sum smallest element answer considered correct absolute relative error doe exceed,0,0,1,0,1,0,0,0,0
608/A,saitama accidentally destroyed hotel repay hotel company genos volunteered operate elevator hotel elevator special start top floor move infinite capacity floor numbered elevator initially start floor time elevator take exactly second move exactly floor negligible time pick passenger genos given list detailing floor passenger arrive please determine long second take genos bring passenger floor input passenger top floor respectively next space separated floor time arrival second passenger print single minimum amount time second needed bring passenger floor,1,0,0,0,0,0,0,0,0
608/B,genos need help asked solve following programming problem saitama length string denoted hamming distance string equal length defined character character example hamming distance string string given binary string find sum hamming distance contiguous substring length input binary string second input binary string string guaranteed consist character print single sum hamming distance contiguous substring length,1,0,0,0,0,1,0,0,0
609/A,sean trying save large file usb flash drive usb flash drive capacity equal megabyte file size equal megabyte find minimum usb flash drive needed write sean file split file drive positive usb flash drive second positive size sean file next positive size usb flash drive megabyte guaranteed answer exists sum print minimum usb flash drive write sean file split file drive,0,0,0,0,0,0,0,1,0
609/B,emily birthday next week jack decided buy present know love book local bookshop book sale genre bookshop jack decides buy book different genre based genre book sale shop find option available jack choosing book different genre emily option considered different differ least book book given index genre genre numbered positive book bookstore genre second sequence equal genre book guaranteed genre least book genre print way jack choose book,0,1,0,0,0,0,0,0,0
609/C,school computer room server responsible processing several computing task know scheduled task server task assigned server order balance load server want reassign task make difference loaded server least loaded server small possible word want minimize expression loaded server least loaded second reassign single task thus second choose pair server move single task server another write program find minimum second needed balance load server positive server second sequence non negative task assigned server print minimum second required balance load,1,0,0,0,0,0,0,0,0
609/D,nura want buy gadget burles buy gadget dollar pound gadget selling type currency type currency cost currency changing nura buy gadget day day know exchange rate dollar pound know cost conversion burles dollar pound day nura buy gadget current exchange rate day buy gadget want gadget bought day help nura find minimum day index gadget nura always pay burles converted according exchange rate purchase day nura buy dollar pound always store burles gadget numbered order appearing input day total required gadget burles nura second cost dollar burles day third cost pound burles day next type gadget cost gadget type cost specified dollar gadget second type cost specified pound nura buy gadget print,0,0,1,0,0,0,0,1,0
609/E,connected undirected weighted graph without self loop multiple edge given graph vertex edge edge find minimal possible weight spanning tree edge weight spanning tree sum weight edge included spanning tree vertex edge graph next endpoint edge weight print minimal possible weight spanning tree edge,0,0,0,0,0,0,1,0,0
609/F,frog sitting coordinate axis frog value known position initial length tongue frog guaranteed position different mosquito landing coordinate axis mosquito value known coordinate position mosquito land size mosquito frog mosquito represented point coordinate axis frog eat mosquito mosquito position frog right distance greater length tongue frog moment several frog eat mosquito leftmost frog eat minimal eating mosquito length tongue frog increase value size eaten mosquito possible frog able eat mosquito frog eat case frog print value eaten mosquito length tongue landing mosquito eating possible mosquito frog mosquito landing coordinate axis frog eat possible mosquito landed mosquito given order landing coordinate axis frog mosquito next position initial length tongue frog guaranteed different next position size mosquito print value mosquito eaten frog length tongue frog,0,0,0,0,0,0,1,1,0
61/A,shapur extremely gifted student great everything including combinatorics algebra theory geometry calculus etc smart extraordinarily fast could manage sum single second day shapur trying find possibly calculation faster result made great contest asked every come take part contest gave contestant many different pair made digit contestant write new corresponding given pair rule simple digit answer digit given differ case digit answer shapur made many tried speed saw perform operation length length digit glance always give correct answer expects contestant give correct answer good fellow give anyone big always give person length going take part shapur contest see faster accurate input single guaranteed made length start length exceed write corresponding answer omit leading,0,0,0,0,0,0,0,0,0
61/B,contest comparing shapur teacher found real genius could possibly calculation faster even using super computer day contest teacher took simple looking exam student took part exam teacher gave string asked concatenate concatenating string mean put arbitrary order example concatenating alireza amir get alirezaamir amiralireza depending order concatenation unfortunately enough teacher forgot ask student concatenate string pre defined order student way liked teacher know shapur fast calculating genius boy asks correct student paper shapur good time taking task rather like finish soon possible take time solve sat polynomial time moreover teacher given advice shapur follow teacher said expect know string gave student including contained lowercase uppercase persian mikhi script letter letter much like latin letter make task much harder converted initial string student answer latin latin alphabet much character mikhi script added odd looking character answer include character invention course call sign length initial string equal length student answer equal son student genius quite possible make minor mistake changing case character example write alirezaamir instead alirezaamir picky ignore mistake sign previously talked important ignore since many student mood adding extra sign forgetting sign something like iran iran indicate student answer right wrong writing wrong answer acc correct answer remind none string initial string answer empty finally soon possible hour complete string initial string consists lowercase uppercase latin letter sign initial string length inclusively fourth single student next student answer guaranteed answer meet teacher said answer iconsists lowercase uppercase latin letter sign length inclusively student write different print answer wrong acc answer,0,0,0,0,0,1,0,0,0
61/C,shapur extremely smart became king persia called shapur majesty king king iran aniran recently roman declared war persia dreamed occupy armenia recent war roman badly defeated senior army general philip captured shapur shapur going capture valerian roman emperor defeated cowardly valerian hid room top castle capture shapur open many door fortunately valerian scared make impenetrable lock door door part part second part either really odd sign look like third fourth part empty laid writing something extremely gifted opening door shapur found secret behind lock written base open door write base bad news sort special numbering system used roman empire opening door piece cake explanation really weird system even roman numeral based symbol stroke identified letter unit chevron identified letter cross stroke identified letter identified abbreviation centum hundred etc symbol iterated produce multiple decimal value substituted multiple iteration continuing iii vii etc base xxx lxxx dcc etc fourth ninth iteration subtractive principle must employed base placed higher base base greater use etc help shapur capture valerian bring peace back persia especially armenia replaced indicates roman numbering system next single non negative base leading length exceed guaranteed roman numeral included would equal case greater write single base must omit leading,1,0,0,0,0,0,0,0,0
61/D,valerian captured shapur victory great shapur decided carve scene valerian defeat mountain find best place make victory eternal decided visit city persia find best available mountain recent war tired want traverse lot wanted visit city least smallest possible traverse persian city connected bidirectional road city using road unique path city city numbered shapur currently city want visit city minimum possible traverse finish travel city help shapur find much travel single natural amount city next end road length road single minimal length shapur travel,0,0,0,0,0,0,1,1,0
61/E,roman attacked time much persian shapur ready defeat say lion never afraid hundred sheep nevertheless shapur find weakness roman army defeat give army weakness shapur opinion weakness army equal triplet power man standing position roman army special trait power people distinct help shapur find weak roman input single men roman army next different positive power men roman army single weakness roman army,0,0,0,0,0,0,1,0,0
610/A,pasha wooden stick positive length want perform exactly cut get part stick part must positive length sum length obviously pasha like rectangle hate square wonder many way split stick part possible form rectangle using part impossible form square task help pasha count way way cut stick considered distinct exists part length way differ part length second way input positive length pasha stick output single way split pasha stick part positive length possible make rectangle connecting end part impossible form square,1,0,0,0,0,0,0,0,0
610/B,vika jar paint distinct color jar numbered jar liter paint color vika infinitely long rectangular piece paper width consisting square size square numbered vika decided start painting square left right starting square arbitrary color square painted color next square painted color case next square painted color paint color vika want use stop square always painted color take exactly liter paint task calculate maximum square might painted vika chooses right color paint square input single jar color vika second input sequence equal liter paint jar liter color vika output single maximum square vika paint follows rule described,0,1,0,0,0,0,0,0,0
610/C,semester already ending danil made effort decided visit lesson harmony analysis know doe professor look like least danil bored lesson teacher gave group simple task find vector dimensional space every coordinate every vector vector orthogonal reminder vector dimensional space considered orthogonal scalar product equal danil quickly managed come solution problem teacher noticed problem solved general case vector dimensinoal space danil came home quickly came solution problem cope input single print consisting character character must equal coordinate vector equal must equal equal guaranteed answer always exists,0,1,0,0,0,0,0,0,0
610/D,vika infinite sheet squared paper initially square white introduced dimensional coordinate system sheet drew black horizontal vertical segment parallel coordinate segment width equal square mean every segment occupy set neighbouring square situated row column task calculate painted cell cell painted calculated exactly input single segment drawn vika next coordinate endpoint segment drawn vika guaranteed segment parallel coordinate segment touch overlap even completely coincide print cell painted vika cell painted calculated exactly answer,0,1,1,0,1,0,1,0,0
610/E,given string length consisting lowercase english letter define repeat string string consisting copy string example string acbacbacbacb repeat string acb let say string string subsequence string obtained erasing symbol let string represents permutation lowercase english letter define function smallest repeat string string subsequence operation type applied string replace character position character given permutation lowercase english letter find value function operation performed sequentially order appear input task determine value function operation second type positive length string operation size alphabet respectively second string following description operation operation type start followed triple denotes replacement character position character lowercase english letter operation second type start followed permutation lowercase english letter query second type value function,0,0,0,0,0,1,1,0,0
611/A,today wednesday third day week interesting tomorrow last day year limak little polar bear enjoyed year lot eager coming year limak want prove responsible bear going regularly save candy entire year considers various saving plan save candy either fixed day week fixed day month limak chose particular plan sure many candy save plan please calculate tell input following format week denotes day week day monday sunday month denotes day month print candy limak save year,0,0,0,0,0,0,0,0,0
611/B,year almost limak little polar bear recently learnt binary system noticed passing year exactly representation binary system note care decimal representation limak chose interval year going count year interval exactly binary representation faster assume positive always written without leading input year last year limak interval respectively print year limak count chosen interval,0,0,0,1,0,0,0,0,0
611/C,say year like domino tumbling would year fit grid think limak little polar bear love play recently got rectangular grid row column cell square either empty denoted forbidden denoted row numbered top bottom column numbered left right limak single domino want put somewhere grid domino occupy exactly adjacent cell located either row column adjacent cell must empty must inside grid limak need fun thus going consider query query chooses rectangle wonder many way put single domino inside chosen rectangle input row column respectively next describe grid string length character either denoting empty forbidden cell respectively next single query next query denote row column respectively upper left cell rectangle denote row column respectively bottom right cell rectangle print equal way put single domino inside rectangle,0,0,0,0,0,0,0,0,1
611/D,limak little polar bear snow found scroll ancient prophecy limak know ancient language thus unable understand prophecy know digit fragment prophecy sequence digit digit limak think list special year hard see comma space maybe ancient people use limak wonder year listed limak assumes thing year listed strictly increasing order every year positive leading limak going consider possible way split sequence year satisfying condition without help asked tell way since large asked calculate modulo input single digit second string digit length equal guaranteed digit print way correctly split given sequence modulo,0,0,0,0,0,1,0,0,1
611/E,know story musketeer anyway must help richelimakieu cardinal city bearis found brave warrior called musketeer athos strength borthos strength caramis strength year almost still criminal defeated criminal strength hard defeat strong criminal maybe musketeer fight together achieve richelimakieu coordinate musketeer action hour musketeer either nothing assigned criminal musketeer assigned criminal strength summed criminal defeated exactly hour musketeer fight richelimakieu allow situation criminal strength bigger sum strength musketeer fighting criminal would win word way defeat criminal musketeer strength hour defeat criminal strength greater example athos hour defeat criminal musketeer fight together hour defeat criminal strength greater sum strength musketeer example athos caramis hour defeat criminal note third remaining musketeer either nothing fight criminal similarly musketeer fight together hour defeat criminal strength greater sum musketeer strength richelimakieu want musketeer fight new year eve thus must coordinate action order minimize hour till criminal defeated find minimum hour defeat criminal musketeer defeat print without quote instead input single criminal second strength musketeer third strength criminal print answer,0,0,0,0,0,0,1,1,0
611/F,limak little polar bear parent told clean house new year eve house rectangular grid row column cell empty square little bear thus clean house instead going use cleaning robot cleaning robot built pattern move defined string length single move character move robot adjacent cell character following left right move take minute cleaning robot must placed started cell repeat pattern move till hit wall border house hitting wall placed used limak sure placing cleaning robot cell enough thus going start time time cell maybe cell cleaned care limak asks question much time take clean house find print minute modulo possible cleaning robot never stop print without quote instead placing starting robot take time must count move robot hit wall take look sample clarification length pattern row column respectively second string length pattern move character uppercase letter print answer,0,0,1,0,0,0,0,0,0
611/G,limak little polar bear according old tradition bear family prepared new year cake limak like cake know new year cake strictly convex polygon vertex parent allow limak eat half cake would get sick thinking decided cut cake along diagonal limak get non greater piece limak understands rule happy second piece happens much bigger limak disappointment equal difference piece area multiplied proved given constraint possible scenario consider find sum value limak disappointment modulo input single vertex polygon denoting cake next coordinate point guaranteed point distinct polygon strictly convex point given clockwise order print sum value limak disappointment possible scenario modulo,0,0,1,0,1,0,0,0,0
611/H,tree connected undirected graph edge denotes vertex vertex numbered limak little polar bear bear family prepares new year tree every year year ago tree awesome usually thus decided prepare tree next year limak responsible remembering tree would hard remember whole tree limak decided describe notebook instead took pen wrote index vertex connected edge new year around corner limak asked reconstruct tree course problem little bear year ago know digit alphabet replaced digit question mark character knew mean vertex index note know digit least know leading limak want disappoint everyone please take note reconstruct new year tree find tree matching limak record print edge order possible limak made mistake suitable tree case print without quote single vertex next space separated non empty string consisting question mark string character digit tree matching limak record print without quote,0,1,0,0,0,0,1,0,0
