,Unnamed: 0,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
1619,1619,435/B,pasha ha positive without leading today decided small make larger unfortunately operation pasha swap adjacent decimal digit help pasha count maximum get ha time make swap single contains print maximum pasha get make swap,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1620,1620,435/C,problem task use ascii graphic paint cardiogram cardiogram polyline following corner cardiogram fully defined sequence positive task paint cardiogram given sequence contains next contains sequence guaranteed sum exceed print max coordinate point polyline print character character must equal either slash backslash space printed image must image given polyline please study test sample better understanding print cardiogram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1621,1621,435/D,given n grid node black others white moreover ordinary grid unit square grid ha painted diagonal figure example grid size node grid black node white task count triangle given grid corner match white node area positive side along grid horizontal vertical diagonal side contains black node contains following character description grid character equal node horizontal vertical painted white otherwise node painted black horizontal numbered starting top bottom vertical numbered starting left right print single required triangle,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1622,1622,436/A,hero cut rope game little monster named nom love candy coincidence hero today problem day nom visited friend evan evan ha candy type fruit drop caramel drop candy hang height centimeter floor house mass nom want eat many candy possible beginning nom make centimeter high jump nom eats candy mass get stronger height jump increase centimeter maximum candy nom eat never eats candy type row nom find boring contains sweet evan ha initial height nom jump following contains type height mass candy equal current candy caramel drop otherwise fruit drop print single maximum candy nom eat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1623,1623,436/B,nom really like candy like spider frequently steal candy day nom fancied walk park unfortunately park ha spider nom want see park represented rectangular n field park ha spider spider time cell field spider move time spider always move direction left right unit time spider crawl cell side adjacent cell corresponding direction cell given direction spider leaf park spider interfere move specifically cell multiple spider time nom sure start walk definitely want start walking time upper row cell field guaranteed cell row spider walk moving field towards lowest row walk end nom leaf boundary park know nom move jumping jump take time unit transport little monster cell either side adjacent cell lower row outside park boundary time nom land cell see spider come cell moment time nom want choose optimal cell start walk wonder possible starting cell many spider see walk start cell help calculate required value possible starting cell contains next contains character description park character describe row park field character equal mean corresponding cell field empty otherwise character equal character meaning cell ha spider time moving left spider moving right spider moving spider moving guaranteed row spider guaranteed description field contains extra character guaranteed time field contains exactly spider print must show spider nom see start walk cell row cell row field numbered left right,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1624,1624,436/C,loading game dungeon candy required get description level server description map n checkered rectangular field cell field candy cell ha candy empty cell denoted map cell ha candy denoted letter english alphabet level identical candy case letter corresponding cell map transmit information via network want minimize traffic total size transferred data level transmitted order way transmit current level transmit whole level need transmit byte via network transmit difference level previously transmitted level exists operation requires transmit byte cell field different constant note compare corresponding cell level calculate transform map level rotate shift relatively task find way transfer level minimize traffic contains follows description level level described contains character character either letter english alphabet dot please note case letter matter print required minimum transferred byte,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1625,1625,436/D,ever played pudding monster task simplified dimensional model game used imagine infinite checkered stripe cell numbered sequentially cell strip monster cell strip empty monster made pudding monster neighboring cell stick literally similarly several monster consecutive cell stick together block monster call stuck together monster block monster detached monster stuck anyone else considered block move player take block monster movement hand throw left right selected monster slide hit monster block monster example strip ha monster cell possible move send monster cell minus infinity send block monster cell plus infinity throw monster right stop cell throw block monster cell left stop cell cell strip marked star special cell goal game make largest possible special cell monster given special cell strip well initial position monster maximum special cell monster optimal game contains monster strip special cell second contains distinct cell monster third contains distinct special cell guaranteed cell positive exceeding print single maximum special cell monster optimal game,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1626,436/E,everyone ha played cut rope know full well gameplay organized level game divided box initially box level available player complete level earn star collecting star open new box level imagine playing cut rope time currently level box way called cardboard box level characterized long take complete level star long take complete level star want open next box quickly possible need earn least star make happen note level passed either star necessarily need pas level contains n level box star need open another box following contains attribute level print minimum time need open next box,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1627,1627,436/F,modern mobile application divided free paid even single application developer often release version paid version without ad free version ad suppose paid version app cost ruble free version application contains banner user described ruble user willing pay paid version application banner willing tolerate free version behavior member shall considered strictly deterministic user value least us free version otherwise value least buy paid version without advertising otherwise user simply doe use application user free version brings profit c ruble user paid version brings profit ruble task help application developer select optimal parameter namely knowing characteristic user value max need determine maximum profit application corresponding parameter contains user profit single banner next contains characteristic user print max print pay maximum gained profit corresponding optimal app cost multiple optimal solution print,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1628,1628,437/A,upon time child got test consisting multiple choice question homework multiple choice question consists choice choice ha description child find correct fortunately child know solve complicated test child follow algorithm choice whose description least twice shorter description least twice longer description child think choice great exactly great choice child chooses otherwise child chooses child think luckiest choice given multiple choice question predict child choose start without quote followed description choice next contains description choice format given order please note description go prefix prefix counted description length description non empty consists character character either uppercase english letter lowercase english letter print single child choice without quote,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1629,1629,437/B,child day child came pick house messed house pick wa angry lot important thing lost particular favorite set pick fortunately pick remembers something set element distinct limit value wa equal sum lowbit equal position binary representation example lowbit owbit owbit binary representation help pick find set satisfies condition contains sum imit um imit print denoting size print element set order multiple answer print,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1630,1630,437/C,child day child got toy delayyy present child naughty wait destroy toy toy consists part rope rope link part every pair part linked rope split toy child must remove part child remove single part time remove consume energy let define energy value part child spend vf f fk energy removing part part directly connected removed help child find minimum total energy spend remove part contains second contains followed contains representing rope part part xii consider part numbered output minimum total energy child spend remove part toy,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1631,1631,437/D,course child like walking zoo zoo ha area numbered area contains animal road zoo road connects distinct area naturally zoo connected reach area zoo area using road child smart imagine child want area area firstly considers simple route route child writes equal minimum animal route area let denote largest written finally child chooses route writes value child ha visited zoo think question average value pair p answer question contains second contains follow contains xii denoting road area road bidirectional pair area connected road output real value,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1632,1632,437/E,time child ha simple polygon ha find way split polygon non degenerate triangle way must satisfy following requirement vertex triangle polygon vertex side polygon must side exactly triangle area intersection every triangle equal sum area triangle equal area polygon triangle must completely inside polygon side triangle must exactly vertex polygon picture depicts example correct splitting please help child calculate described way modulo contains vertex polygon follow containing contains vertex polygon clockwise counterclockwise order guaranteed polygon simple output way modulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1633,1633,438/D,child day child came pick house messed house pick wa angry lot important thing lost particular favorite sequence pick fortunately pick remembers repair sequence initially create array perform sequence operation operation following print operation pick write value modulo operation pick perform assignment mod l set operation pick set value word perform assignment help pick perform whole sequence operation input contains second contains separated space initial value array element next begin type type correspond operation type correspond operation type correspond operation operation please print containing answer notice answer exceed bit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1634,1634,438/E,child like computer science much especially like binary tree consider sequence distinct positive child call vertex weighted rooted binary tree good every vertex weight set child think weight vertex weighted tree sum vertex weight given calculate good vertex weighted rooted binary tree weight please check sample better understanding tree considered different want know answer modulo prime contains second contains space separated pairwise distinct print containing single must good vertex weighted rooted binary tree whose weight exactly equal print answer modulo prime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1635,1635,439/A,devu renowned classical singer invited many big function festival recently wa invited world classical singing festival devu comedian churu wa invited devu ha provided organizer list song required time singing sing song ith song take minute exactly comedian churu crack joke joke minute exactly people mainly come listen devu know need rest minute song hand churu active person need rest organizer make optimal shedule event reason must follow condition duration event must minute devu must complete song satisfying previous condition joke cracked churu many possible possible find way conduct song devu output otherwise find maximum joke churu crack grand event contains space separated second contains space separated way conduct song devu output otherwise output maximum joke churu crack grand event,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1636,1636,439/B,devu dumb guy learning curve slow supposed teach subject ith subject ha chapter teach supposed teach chapter subject continuously let say initial per chapter learning power subject hour word learn chapter particular subject hour well devu complete dumb good thing teach subject time required teach chapter next subject require exactly hour le previously required see example understand clearly note per chapter learning power le hour teach subject possible order find minimum amount time hour devu take understand subject free enjoying task rather teaching dumb guy please careful answer might fit bit data type space separated next space separated output single representing answer problem,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1637,1637,439/C,devu small kid like play lot like play array playing came interesting question could solve please solve given array consisting distinct possible partition whole array disjoint non empty part part even sum must even sum remaining odd sum note part need continuous possible partition array give possible way valid partitioning space separated next space separated distinct representing content array print yes without quote possible partition array required way otherwise print without quote,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1638,1638,439/D,devu brother love lot super geek like play array given array father array given devu brother devu really naughty kid want minimum value array least much maximum value brother array help devu achieving condition perform multiple operation array single operation allowed decrease increase element array note allowed apply operation index array multiple time need find minimum operation required satisfy devu condition brother play peacefully without fighting contains space separated second space separated representing content array third space separated representing content array need output single representing minimum operation needed satisfy devu condition,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1639,1639,439/E,today devu birthday celebrating occasion bought sweet nearby market ha invited friend would like distribute sweet nice guy occasion great want friend sad would ensure give least sweet friend want celebrate unique style would like ensure following condition distribution sweet assume ha distributed sweet friend ith friend given sweet want make sure positive divide every please find way distribute sweet friend required way note order distribution important example distinct distribution answer could large output answer modulo make problem interesting given query query contains pair query please output required way modulo contains representing query next contains space space separated query output single corresponding answer query,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1640,44/G,berland amusement park shooting gallery rightly acknowledged best world every day country best shooter master skill many visitor compete clay pigeon shooting win decent prize head park ha recently decided make online version shooting gallery elaboration process turned program imitates process shooting effectively needed formulate requirement program shooting gallery wa formally described cartesian system coordinate wa introduced axis ran gallery floor along along shooter located axis ran vertically along gallery wall positive direction axis matched shooting direction let call xoy plane shooting plane let assume bullet muzzle point area fly parallel axis every clay pigeon represented rectangle whose side parallel ax ha positive coordinate distance clay pigeon shooting plane always different every target bullet hit target go inner area border rectangle corresponding bullet hit target target fall vertically crawl space shooting gallery shot target tough enough bullet pierce target way bullet hit target fly input simulator program given arrangement target shot order appearance program determine target wa hit shot guessed write program contains target subsequent contains description target target described determine location space l r l r next contains determining shot shot described every shot determined coordinate bullet shooting plane coordinate bullet shot given order firing interval shot large enough target fall quickly assume falling target obstruction shot following hit every shot single print target shot ha hit bullet hit target target numbered starting order given input data,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1641,1641,440/A,polycarpus adores series right ready finish watching season popular sitcom graph theory total season ha episode numbered polycarpus watch episode random order ha already watched episode except episode ha polycaprus forgotten watch input contains episode season assume episode numbered second contains episode polycarpus ha watched value distinct print episode polycarpus watched,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1642,1642,440/B,petya ha match placed matchbox lying left right know divisible petya want box match inside move match box adjacent move many move doe need achieve desired configuration contains second contains non negative exceed written match matchbox guaranteed total match divisible print total minimum move,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1643,1643,440/C,prof vasechkin want represent positive sum addend addend containing example represent help find least digit sum input contains print expected minimal digit,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1644,1644,440/D,recently berland face federalization request often proponent propose divide country separate state moreover demand state includes exactly town currently berland ha town pair connected bilateral road berland ha road reach city capital road network form tree ministry road fear reform road connect town different state bring lot trouble task come plan divide country state state connected state possible get town using road road connect state town state consisted exactly city road connect different state minimum contains follow describes road berland road given pair xii town connected road assume town numbered print required minimum problem road print sequence index found division road numbered starting order follow input multiple possible solution print,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1645,1645,441/A,valera collector wanted expand collection exactly antique item valera know seller antique auctioned item currently auction price object seller sij valera get well seller perfectly sure outbids current price item auction word offer seller money strictly greater current price item auction seller object immediately sign contract unfortunately valera ha unit money help determine seller make deal contains space separated seller unit money valera ha follow contains item seller space separated si iki ij current price item seller print seller valera make deal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,1646,441/B,valera love garden fruit tree grow year enjoy great harvest tree fruit grow ripen day unfortunately fruit tree get withered collected day day fruit collected day become unfit eat valera fast positive point valera ready work every day day valera collect fruit fruit either tree different maximum amount fruit valera collect time operates optimally well contains space separated fruit tree garden fruit valera collect day next description tree garden contains space separated day fruit ripen tree fruit tree print single maximum fruit valera collect,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1647,1647,441/C,valera ha got rectangle table consisting row column valera numbered table row starting top bottom column starting left right represent cell intersection row column pair valera want place exactly tube rectangle table tube sequence table cell r following equation hold table cell belongs tube must occur exactly sequence valera think tube arranged fancy manner following condition fulfilled pair tube ha common cell cell table belongs tube help valera arrange tube rectangle table fancy manner contains space separated k row column tube correspondingly print print description tube print tube cell print ri xi iri iri sequence table cell,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1648,1648,441/D,permutation length sequence distinct permutation identity permutation following equation hold swap operation swap element permutation let assume minimum swap need make permutation identity permutation valera wonder transform permutation permutation using minimum swap help contains length permutation second contains distinct valera initial permutation last contains print minimum swap,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1649,1649,441/E,valera coder recently wrote funny program pseudo code program given input step step step step rnd random rnd else remainder dividing equal valera wonder given value expected value resulting input contains print required expected value answer considered correct absolute relative error exceed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,1650,442/A,ever played hanabi got try problem deal simplified version game overall game ha type card distinct color distinct value borya holding card game somewhat complicated fact everybody see borya card except borya borya know card ha know nothing order lie note borya multiple identical card type card know exactly many card type ha aim player achieve state borya know color value card player give hint hint type color hint value hint color hint go like player name color point card color similarly go value hint player name value point card value determine minimum hint player make borya certain card color value contains borya card next contains description card description card consists exactly character character show color overall position distinct letter second character show card value digit borya know exact order card lie print single minimum hint player make,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1651,1651,442/B,andrey need problem conduct programming contest ha friend always willing help ask come contest problem andrey know value fiend probability friend come problem andrey asks help andrey choose people ask need problem andrey going really upset come problem get problem friend need choose set people maximizes chance andrey getting upset contains single andrey friend second contains real probability friend come problem probability given digit decimal point print single real probability andrey get upset optimal choice friend answer considered valid differs correct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1652,1652,442/C,artem ha array positive artem decided play game consists move move go like artem chooses element array remove get min point adjacent removed adjacent left right artem get point element removed part array glue together resulting new array artem continues playing borya wondered maximum total point artem get play game contains single element array next contains value array element single print single maximum point artem get,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1653,1653,442/D,adam get rooted tree connected non directed graph without cycle immediately start coloring formally assigns color edge tree meet following condition vertex ha incident edge painted color vertex incident edge painted color say path consists edge color tree painting equally good adam let consider path vertex root let call distinct color path cost vertex cost tree coloring maximum cost vertex help adam determine minimum possible cost painting tree initially adam tree consists single vertex ha root move adam add new vertex already existing new vertex get equal minimum positive available operation need calculate minimum cost coloring resulting tree contains time new vertex added second contains vertex add another vertex print minimum cost tree painting addition,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1654,1654,442/E,gena like geometry asks solve problem rectangle side parallel coordinate ax contains dot let consider point plane let count distance point given point let sort non decreasing order call beauty point second element array mimimum element array beaty equal minimum find maximum beauty point inside given rectangle contains length rectangle side point next coordinate point possible coincident point print single maximum beauty point absolute relative error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,1655,443/A,recently anton ha found set set consists small english letter anton carefully wrote letter set separated comma added opening curved bracket beginning closing curved bracket end unfortunately time time anton would forget writing letter write asks count total distinct letter set single contains set letter length exceed guaranteed start opening curved bracket end closing curved bracket small english letter listed separated comma comma followed space print single distinct letter anton set,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1656,1656,443/B,kolya got string birthday string consists small english letter immediately added character right string borya came said new string contained tandem repeat length substring large could see note definition tandem repeat contains string contains small english letter second contains added character print single maximum length tandem repeat could occurred new string,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1657,1657,444/A,dzy love physic enjoys calculating density almost everything ha density even graph define density non directed graph node edge graph value follows sum value node sum value edge dzy got graph want find connected induced subgraph graph density large possible induced subgraph graph graph satisfies edge edge value edge value corresponding edge value node help dzy find induced subgraph maximum density note induced subgraph choose must connected contains space separated represents node graph represents edge second contains space separated represents value node consider graph node numbered next contains space separated denoting edge node value graph multiple edge output real denoting answer absolute relative error,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1658,1658,444/C,dzy love color enjoys painting colorful day dzy get colorful ribbon consists unit numbered left right color unit ribbon colorful enough still consider colorfulness unit dzy love painting know take paintbrush color us draw ribbon case contiguous unit painted imagine color unit currently painted paintbrush color unit becomes colorfulness unit increase dzy want perform operation operation following paint unit inclusive color ask sum colorfulness unit inclusive help dzy contains space separated next begin type ype represents type operation type describing operation type describing operation operation print containing answer sum colorfulness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1659,1659,444/D,dzy love string enjoys collecting china many people like use string containing name initial example xyz jcvb dzy dyh dzy found lucky string lot pair good friend came dzy heard news member pair ha name second ha name pair wondered substring lucky string containing name want find minimum length give good luck make friendship last forever please help dzy pair find minimum length substring contains point substring exist substring string slsl length substring string contains another string substring equal contains string second contains non negative pair next describes pair contains space separated string guaranteed string consist lowercase english letter pair print containing single minimum length required substring substring output,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1660,1660,444/E,dzy love planting enjoys solving tree problem dzy ha weighted tree connected undirected graph without cycle containing node numbered defines function longest edge shortest path node specially every every sequence dzy defines dzy want find sequence ha maximum possible value restriction element appear time please find maximum possible described restriction contains next contains denoting edge length guaranteed edge form tree next describes element sequence contains j print single representing answer,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1661,1661,445/A,dzy love chessboard enjoys playing ha chessboard row column cell chessboard bad others good every good cell dzy want put chessman chessman either white black putting chessman dzy want chessman color adjacent cell cell adjacent share common edge task find suitable placement chessman given chessboard contains space separated next contains string character character string either mean corresponding cell row column good mean bad output must must string character character string either character mean chessman cell white mean black mean cell bad cell,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1662,1662,445/B,dzy love chemistry enjoys mixing chemical dzy ha chemical pair react want pour chemical test tube need pour order let consider danger test tube danger empty test tube every time dzy pours chemical already chemical test tube react danger test tube multiplied otherwise danger remains find maximum possible danger pouring chemical optimal order contains space separated next contains space separated mean chemical react chemical pair chemical appear input consider chemical numbered order print single maximum possible danger,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1663,1663,446/A,dzy ha sequence consisting call sequence subsegment sequence value denotes length subsegment task find longest subsegment possible change change want subsegment make subsegment strictly increasing need output length subsegment find contains next contains single print answer problem maximum length required subsegment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1664,1664,446/B,know dzy love playing game day dzy decided play n matrix precise decided modify matrix exactly operation modification following pick row matrix decrease element row operation brings dzy value pleasure equal sum element row decreasing pick column matrix decrease element column operation brings dzy value pleasure equal sum element column decreasing dzy want know largest total value pleasure could get performing exactly modification please help calculate value contains space separated follow contains representing aij ij element current row matrix output single maximum possible total pleasure value dzy could get,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1665,1665,446/C,mathematical term sequence fibonacci defined recurrence relation dzy love fibonacci much today dzy give array consisting moreover query query ha type format query reply query need add element l format query reply query output value modulo help dzy reply query input contains second contains initial array follow single describes single query format given statement guaranteed query inequality hold query second type print value sum single,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1666,1666,446/D,today dzy begin play old game game big maze room connected corridor corridor allows move direction assume room connected corridor directly indirectly dzy ha got lost maze currently room ha life act like follows firstly randomly pick corridor going current room outgoing corridor ha probability picked corridor process repeat room trap room definitely ha trap room definitely ha trap time dzy enters room lost life dzy know enters room exactly life firstly lost live open bonus round want know probability open bonus round please help contains second contains either room ha trap otherwise ha trap please note room trap guaranteed room ha trap room ha trap follows contains uii meaning current corridor connects room guaranteed corridor system connected print real probability dzy open bonus round answer considered correct relative absolute error exceed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,1667,446/E,dzy owns island near home numbered love building bridge connect island every bridge build take day time walk dzy ha strange rule building bridge every pair island u ha built different bridge connecting mean divisible bridge bidirectional dzy ha built bridge connecting home island specifically different bridge home island way bridge leaf home never come back dzy decides island sightseeing home chooses walk bridge connecting home arrives island spend day island day choose stay rest walk another island bridge allowed stay island day allowed cross bridge suppose right day dzy stand island let way dzy reach island day task calculate modulo avoid huge input use following way generate array given element array element calculated formula mod contains second contains avoid huge output need output xor sum answer modulo mod xor mod xor xor mod,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,1668,447/A,dzy ha hash table bucket numbered want insert order given hash table dzy put bucket numbered hash function problem assume mod operation mod denotes taking remainder division bucket element dzy want insert bucket already filled say conflict happens suppose conflict happens right insertion output conflict happens output contains follow contains output single answer problem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1669,1669,447/B,dzy love collecting special string lowercase letter lowercase letter dzy know value special string length string represents value function dzy ha string want insert lowercase letter string order get largest possible value resulting string help calculate largest possible value could get contains single string second contains single third contains twenty non negative exceed print single largest possible value resulting string dzy could get,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1670,1670,448/A,bizon champion called champion reason bizon champion ha recently got present new glass cupboard shelf decided put present present divided type medal cup bizon champion ha prize cup second prize cup third prize cup besides ha prize medal second prize medal third prize medal naturally reward cupboard must look good bizon champion decided follow rule shelf cup medal time shelf cup shelf medal help bizon champion find put reward condition fulfilled contains second contains third contains separated single space print yes without quote reward put shelf described manner otherwise print without quote,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,1671,448/B,bizon champion bison favorite bizons team competition bizons got following problem given distinct word string english letter need transform word word task looked simple guy know suffix data structure well bizon senior love suffix automaton applying string remove string single character bizon middle know suffix array well applying string swap character string guy know anything suffix tree help much bizon champion wonder whether bizons solve problem perhaps solution require data structure find whether guy solve problem solve either use suffix automaton use suffix array need structure note structure used unlimited time structure used order contains non empty word second contains non empty word word different word consists lowercase english letter word contains letter single print answer problem print need tree without quote word transformed word even use suffix array suffix automaton print automaton without quote need suffix automaton solve problem print array without quote need suffix array solve problem print without quote need data structure solve problem,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1672,1672,448/C,bizon champion attentive hardworking bizon champion decided paint old fence favorite color orange fence represented vertical plank put row adjacent plank gap plank numbered left right starting plank ha width meter height meter bizon champion bought brush shop brush width meter make vertical horizontal stroke brush stroke brush full surface must touch fence time see sample better understanding minimum stroke bizon champion fully paint fence note allowed paint area fence multiple time contains fence plank second contains space separated print single minimum stroke needed paint whole fence,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1673,1673,448/D,bizon champion charming smart learning multiplication table bizon champion fun manner bizon champion painted n multiplication table element intersection row column equal row column table numbered starting wa asked table largest bizon champion always answered correctly immediately repeat success consider given multiplication table write table non decreasing order write called largest single contains print largest n multiplication table,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1674,1674,448/E,bizon champion friendly rigorous coder let define function sequence function return following sequence divisor increasing order divisor increasing order till last element sequence example let determine sequence sequence consisting single example get given find sequence answer rather large find element sequence single contains space separated print element sequence single separated space element exceeds print element,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1675,1675,449/A,jzzhu ha big rectangular chocolate bar consists n unit square want cut bar exactly time cut must meet following requirement cut straight horizontal vertical cut along edge unit square prohibited divide unit chocolate square cut cut inside whole chocolate bar cut must distinct picture show possible way cut chocolate time imagine jzzhu made cut big chocolate splitted several piece consider smallest area piece chocolate jzzhu want piece large possible maximum possible area smallest piece get exactly cut area chocolate piece unit square single contains output single representing answer impossible cut big chocolate time print,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1676,1676,449/B,jzzhu president country city numbered country city capital road connecting city city vise versa using road length road finally train route country use train route capital country city vise versa length route jzzhu want waste money country going close train route please tell jzzhu maximum train route closed following condition length shortest path every city capital change contains next contains uii next contains guaranteed least way every city capital note multiple road city multiple route going city capital output single representing maximum train route closed,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1677,1677,449/C,jzzhu ha picked apple big apple tree apple numbered want sell apple store jzzhu pack apple group sell group must apple greatest common divisor apple group must greater course apple part group jzzhu wonder get maximum possible group help single apple must single representing maximum group get next must apple current group,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1678,1678,449/D,jzzhu non negative call sequence index k group size jzzhu wonder many group exists ai ai aik help print modulo operation denotes bitwise operation contains single second contains output single representing required group modulo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1679,449/E,jzzhu ha call point plane special jzzhu defines unit square square corner point let look square side necessarily parallel coordinate ax corner special point square jzzhu paint dot every unit square fully inside unit square several dot jzzhu wonder many dot ha painted plane find modulo contains single test next contains description test value variable current test test output total dot modulo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1680,1680,45/C,people taking dancing lesson every person characterized dancing skill beginning lesson left right least couple boy girl following process repeated boy girl stand next minimal difference dancing skill start dance several couple left start dance couple leaf dance close result always continuous difference dancing skill understood absolute value difference variable task find pair order start dancing contains people next contains symbol without space stand boy stand girl third contains space separated dancing skill people specified left right order lined print resulting couple print containing numeral people forming couple people numbered left right couple leaf dance renumber people couple sorted increasing order print couple order leave dance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1681,1681,450/A,child jzzhu school jzzhu going give candy let child child want get least candy jzzhu asks child initially child stand place jzzhu start distribution candy follows algorithm give candy child child still got enough candy child go end else child home repeat step empty consider child order home jzzhu want know child last order contains second contains output single representing last child,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1682,1682,450/B,jzzhu ha invented kind sequence meet following property given please calculate modulo contains second contains single output single representing modulo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1683,1683,451/A,winning gold silver ioi akshat malvika want fun playing game grid made horizontal vertical stick intersection point point grid formed intersection horizontal stick vertical stick grid shown stick total horizontal stick shown red vertical stick shown green intersection point numbered rule game simple player move turn akshat gold make move move player must choose remaining intersection point remove grid stick pas point player lose game make move intersection point remaining grid move assume player play optimally win game input contains space separated print single containing akshat malvika without quote depending winner game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1684,1684,451/B,programmer like array lot birthday friend given array consisting distinct unfortunately size small want bigger array friend agree give bigger array able answer following question correctly possible sort array increasing order reversing exactly segment see definition segment reversing note input contains size array second contains distinct space separated print yes without quote depending answer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1685,1685,451/C,game football tournament team participating currently game already played avid football fan recently missed whole game fortunately remember guess friend game friend tell exact win team instead thought absolute difference win second team second third team want team win tournament team win game want know doe exist valid tournament satisfying friend guess team win tournament note outcome match draw ha either win loss input contains single corresponding test case next space separated data current test case test case output single containing either yes possible winner tournament otherwise without quote,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1686,1686,451/D,call string good merging consecutive equal character resulting string palindrome example aabba good merging step become aba given string find value good substring even length good substring odd length input contains single string length character string either print space separated good substring even length good substring odd length,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1687,451/E,devu want decorate garden flower ha purchased box box contains flower flower single box color hence indistinguishable box flower color devu want select exactly flower box decorate garden devu would like know many different way select flower box since large asks find modulo devu considers way different least box different flower selected way input contains space separated second contains space separated output single way devu select flower modulo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,1688,452/A,solving crossword problem ipsc solved clue except doe eevee evolve pokemons quick googling helped find eevee evolve different pokemons vaporeon jolteon flareon espeon umbreon leafeon glaceon sylveon know length word crossword already know letter designer crossword made sure answer unambiguous assume exactly pokemon eevee evolves fit length letter given task find contains length string next contains string consisting character either lower case english letter indicating known letter dot character indicating empty cell crossword print name pokemon eevee evolve match pattern input use lower case letter print name particular capitalize letter,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
